# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.1956 0.1137 0.0362 0.0120
100 0.6413 0.5908 0.1670 0.1317
200 0.7632 0.6294 0.2089 0.2096
300 0.9321 0.8160 0.3968 0.3980
400 0.9435 0.8426 0.6127 0.6105
500 0.9295 0.8064 0.6248 0.6233
600 0.9498 0.8146 0.6743 0.6745
700 0.9613 0.8776 0.6692 0.6694
800 0.9448 0.8690 0.6686 0.6687
900 0.9594 0.8663 0.6775 0.6776
1000 0.9670 0.8831 0.6698 0.6711
1100 0.9625 0.8984 0.7251 0.7240
1200 0.9594 0.8680 0.7448 0.7426
1300 0.9644 0.8816 0.7365 0.7366
1400 0.9619 0.8770 0.7498 0.7504
1500 0.9771 0.9250 0.7549 0.7519
1600 0.9632 0.8912 0.7556 0.7519
1700 0.9613 0.8679 0.7632 0.7605
1800 0.9740 0.9081 0.7517 0.7510
1900 0.9708 0.9014 0.7714 0.7713
2000 0.9721 0.9154 0.7721 0.7721
2100 0.9689 0.8942 0.7663 0.7652
2200 0.9695 0.8909 0.7898 0.7885
2300 0.9702 0.8707 0.8063 0.8063
2400 0.9708 0.8952 0.7911 0.7910
2500 0.9733 0.8978 0.7905 0.7909
2600 0.9714 0.8988 0.8038 0.8043
2700 0.9708 0.8814 0.8108 0.8108
2800 0.9721 0.8954 0.8121 0.8117
2900 0.9727 0.8851 0.8197 0.8187
3000 0.9695 0.8860 0.8152 0.8142
3100 0.9676 0.8656 0.8171 0.8155
3200 0.9740 0.8905 0.8222 0.8225
3300 0.9733 0.8882 0.8305 0.8307
3400 0.9683 0.8680 0.8248 0.8252
3500 0.9733 0.8860 0.8279 0.8276
3600 0.9721 0.8835 0.8254 0.8254
3700 0.9714 0.8812 0.8235 0.8246
3800 0.9676 0.8842 0.8425 0.8415
3900 0.9740 0.9122 0.8368 0.8357
4000 0.9676 0.8787 0.8463 0.8462
4100 0.9727 0.8792 0.8159 0.8167
4200 0.9746 0.8795 0.8394 0.8396
4300 0.9771 0.8944 0.8508 0.8494
4400 0.9740 0.8866 0.8413 0.8419
4500 0.9765 0.8958 0.8330 0.8336
4600 0.9752 0.9054 0.8457 0.8459
4700 0.9651 0.8529 0.8400 0.8386
4800 0.9752 0.9072 0.8356 0.8345
4900 0.9695 0.9074 0.8476 0.8465
5000 0.9771 0.8867 0.8502 0.8491
5100 0.9740 0.8828 0.8387 0.8374
5200 0.9771 0.9098 0.8368 0.8351
5300 0.9733 0.8931 0.8502 0.8495
5400 0.9727 0.8816 0.8571 0.8557
5500 0.9752 0.8983 0.8457 0.8458
5600 0.9752 0.8818 0.8330 0.8333
5700 0.9714 0.8764 0.8527 0.8514
5800 0.9771 0.8975 0.8387 0.8398
5900 0.9733 0.8932 0.8508 0.8489
6000 0.9759 0.8986 0.8476 0.8462
6100 0.9740 0.8767 0.8400 0.8401
6200 0.9733 0.8819 0.8502 0.8502
6300 0.9733 0.8915 0.8444 0.8431
6400 0.9752 0.8931 0.8406 0.8398
6500 0.9752 0.9109 0.8571 0.8561
6600 0.9746 0.8962 0.8546 0.8512
6700 0.9784 0.9020 0.8521 0.8496
6800 0.9752 0.8906 0.8597 0.8578
6900 0.9733 0.8913 0.8476 0.8475
7000 0.9714 0.8819 0.8590 0.8577
7100 0.9759 0.8881 0.8432 0.8427
7200 0.9651 0.8910 0.8368 0.8360
7300 0.9073 0.8355 0.8476 0.8466
7400 0.9810 0.9151 0.8616 0.8611
7500 0.9771 0.9130 0.8565 0.8563
7600 0.9771 0.9054 0.8578 0.8573
7700 0.9784 0.9071 0.8425 0.8429
7800 0.9746 0.8987 0.8629 0.8621
7900 0.9727 0.8808 0.8648 0.8625
8000 0.9752 0.8949 0.8546 0.8538
8100 0.9740 0.8998 0.8470 0.8467
8200 0.9784 0.8975 0.8546 0.8531
8300 0.9765 0.8958 0.8521 0.8510
8400 0.9727 0.8803 0.8590 0.8581
8500 0.9702 0.8921 0.8559 0.8554
8600 0.9759 0.9051 0.8565 0.8559
8700 0.9759 0.9090 0.8584 0.8581
8800 0.9733 0.8809 0.8590 0.8575
8900 0.9778 0.8969 0.8502 0.8491
9000 0.9746 0.8946 0.8590 0.8582
9100 0.9721 0.8982 0.8635 0.8629
9200 0.9759 0.9012 0.8610 0.8607
9300 0.9733 0.8759 0.8603 0.8588
9400 0.9778 0.9059 0.8622 0.8608
9500 0.9714 0.8688 0.8698 0.8685
9600 0.9771 0.8980 0.8590 0.8574
9700 0.9771 0.8937 0.8590 0.8582
9800 0.9771 0.9004 0.8527 0.8526
9900 0.9803 0.9084 0.8667 0.8652
