# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.3416 0.1592 0.0311 0.0208
100 0.2451 0.1160 0.0844 0.0622
200 0.3924 0.1957 0.0597 0.0481
300 0.5295 0.2872 0.0883 0.0709
400 0.5244 0.4066 0.2248 0.2200
500 0.7892 0.5682 0.3835 0.3787
600 0.9467 0.8192 0.6965 0.6978
700 0.9600 0.8714 0.7079 0.7070
800 0.9371 0.8506 0.6133 0.6121
900 0.9530 0.8474 0.7581 0.7566
1000 0.9638 0.8915 0.7302 0.7281
1100 0.9676 0.8884 0.7727 0.7714
1200 0.9651 0.8907 0.7714 0.7699
1300 0.9587 0.8807 0.7600 0.7547
1400 0.9746 0.9034 0.7917 0.7896
1500 0.9708 0.8994 0.7987 0.7962
1600 0.9714 0.8948 0.7968 0.7945
1700 0.9721 0.8867 0.7898 0.7876
1800 0.9676 0.8648 0.8025 0.7990
1900 0.9638 0.8398 0.8337 0.8322
2000 0.9746 0.8912 0.8362 0.8349
2100 0.9689 0.8742 0.8267 0.8240
2200 0.9721 0.8617 0.8444 0.8419
2300 0.9683 0.8741 0.8394 0.8365
2400 0.9759 0.8977 0.8470 0.8447
2500 0.9771 0.9090 0.8241 0.8237
2600 0.9733 0.8898 0.8368 0.8342
2700 0.9708 0.8929 0.8559 0.8531
2800 0.9752 0.9039 0.8305 0.8303
2900 0.9765 0.8930 0.8305 0.8295
3000 0.9689 0.8708 0.8406 0.8378
3100 0.9733 0.8984 0.8406 0.8382
3200 0.9733 0.8791 0.8514 0.8490
3300 0.9778 0.9051 0.8533 0.8497
3400 0.9771 0.9153 0.8463 0.8438
3500 0.9727 0.8656 0.8438 0.8413
3600 0.9759 0.8973 0.8571 0.8546
3700 0.9784 0.9102 0.8463 0.8445
3800 0.9759 0.8991 0.8578 0.8545
3900 0.9797 0.9028 0.8610 0.8595
4000 0.9797 0.9181 0.8635 0.8614
4100 0.9733 0.8853 0.8533 0.8508
4200 0.9759 0.8828 0.8590 0.8574
4300 0.9790 0.9026 0.8629 0.8607
4400 0.9714 0.8994 0.8597 0.8585
4500 0.9733 0.8882 0.8559 0.8562
4600 0.9740 0.8807 0.8495 0.8484
4700 0.9765 0.8962 0.8692 0.8669
4800 0.9727 0.8662 0.8552 0.8529
4900 0.9790 0.8989 0.8603 0.8590
5000 0.9765 0.8997 0.8610 0.8588
5100 0.9778 0.9139 0.8629 0.8612
5200 0.9765 0.8879 0.8622 0.8601
