# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.2411 0.1648 0.0425 0.0153
100 0.6447 0.6057 0.1618 0.1254
200 0.7824 0.7112 0.3154 0.3104
300 0.8826 0.8018 0.5000 0.4978
400 0.9169 0.8341 0.5838 0.5724
500 0.9404 0.8409 0.5780 0.5773
600 0.9359 0.8449 0.6491 0.6524
700 0.9448 0.8593 0.6770 0.6767
800 0.9397 0.8718 0.6758 0.6743
900 0.9378 0.8340 0.6802 0.6824
1000 0.9454 0.8431 0.7138 0.7168
1100 0.9499 0.8898 0.6923 0.6909
1200 0.9480 0.8636 0.7291 0.7303
1300 0.9461 0.8356 0.7119 0.7113
1400 0.9549 0.8840 0.7360 0.7369
1500 0.9492 0.8682 0.7563 0.7537
1600 0.9448 0.8659 0.7386 0.7386
1700 0.9486 0.8666 0.7602 0.7599
1800 0.9569 0.8905 0.7665 0.7659
1900 0.9473 0.8567 0.7234 0.7219
2000 0.9537 0.8845 0.7532 0.7527
2100 0.9594 0.8777 0.7582 0.7576
2200 0.9581 0.8797 0.7437 0.7434
2300 0.9543 0.8658 0.7919 0.7908
2400 0.9569 0.8857 0.7760 0.7744
2500 0.9524 0.8484 0.7963 0.7957
2600 0.9562 0.8851 0.7919 0.7895
2700 0.9518 0.8653 0.8128 0.8115
2800 0.9581 0.8808 0.7843 0.7825
2900 0.9562 0.8642 0.7849 0.7842
3000 0.9511 0.8835 0.7989 0.7972
3100 0.9600 0.8934 0.8109 0.8107
3200 0.9594 0.8800 0.7887 0.7866
3300 0.9600 0.8775 0.8230 0.8225
3400 0.9588 0.8960 0.8135 0.8111
3500 0.9562 0.8928 0.8058 0.8046
3600 0.9581 0.8906 0.8160 0.8145
3700 0.9619 0.8939 0.8211 0.8192
3800 0.9518 0.8743 0.8141 0.8131
3900 0.9518 0.8505 0.8192 0.8179
4000 0.9594 0.8855 0.8141 0.8123
4100 0.9549 0.8738 0.8147 0.8143
4200 0.9600 0.8800 0.8109 0.8105
4300 0.9670 0.8923 0.8280 0.8261
4400 0.9626 0.8736 0.8211 0.8209
4500 0.9562 0.8726 0.8160 0.8148
4600 0.9626 0.8691 0.8249 0.8235
4700 0.9575 0.8759 0.8058 0.8055
4800 0.9619 0.8965 0.8319 0.8297
4900 0.9689 0.9099 0.8122 0.8107
5000 0.9581 0.8853 0.8280 0.8267
5100 0.9562 0.9008 0.8299 0.8284
5200 0.9594 0.8909 0.8268 0.8256
5300 0.9588 0.8994 0.8236 0.8230
5400 0.9645 0.8916 0.8344 0.8324
5500 0.9651 0.8884 0.8109 0.8097
5600 0.9651 0.8852 0.8198 0.8188
5700 0.9556 0.8703 0.8312 0.8299
5800 0.9626 0.8928 0.8255 0.8239
5900 0.9562 0.8309 0.8325 0.8308
6000 0.9626 0.8762 0.8299 0.8275
6100 0.9613 0.8840 0.8046 0.8037
6200 0.9581 0.8621 0.8179 0.8169
6300 0.9638 0.8983 0.8280 0.8273
6400 0.9613 0.8720 0.8198 0.8187
6500 0.9543 0.8778 0.8204 0.8190
6600 0.9607 0.8773 0.8223 0.8216
6700 0.9626 0.8737 0.8388 0.8383
6800 0.9645 0.8777 0.8325 0.8312
6900 0.9651 0.8697 0.8420 0.8411
7000 0.9556 0.8551 0.8382 0.8365
7100 0.9588 0.8579 0.8363 0.8354
7200 0.9651 0.8936 0.8357 0.8339
7300 0.9645 0.8919 0.8376 0.8353
7400 0.9626 0.8805 0.8166 0.8157
7500 0.9613 0.8741 0.8312 0.8305
7600 0.9632 0.8853 0.8350 0.8331
7700 0.9619 0.8866 0.8293 0.8275
7800 0.9575 0.8762 0.8357 0.8330
7900 0.9651 0.8906 0.8376 0.8358
8000 0.9581 0.8637 0.8350 0.8344
8100 0.9638 0.8812 0.8280 0.8277
8200 0.9664 0.8975 0.8484 0.8479
8300 0.9626 0.8870 0.8407 0.8400
8400 0.9607 0.8742 0.8477 0.8461
8500 0.9581 0.8671 0.8299 0.8296
8600 0.9632 0.8799 0.8268 0.8262
8700 0.9594 0.8876 0.8306 0.8302
8800 0.9543 0.8717 0.8477 0.8463
8900 0.9626 0.8832 0.8299 0.8301
9000 0.9632 0.8868 0.8312 0.8303
9100 0.9626 0.8883 0.8458 0.8437
9200 0.9575 0.8570 0.8445 0.8434
9300 0.9569 0.8704 0.8458 0.8449
9400 0.9581 0.8741 0.8242 0.8231
9500 0.9613 0.8702 0.8357 0.8342
9600 0.9657 0.8929 0.8338 0.8316
9700 0.9613 0.8895 0.8287 0.8284
9800 0.9556 0.8527 0.8369 0.8353
9900 0.9651 0.9155 0.8369 0.8352
