# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.3695 0.1581 0.0330 0.0080
100 0.7149 0.5751 0.2324 0.2153
200 0.6781 0.5928 0.4063 0.4011
300 0.8978 0.7479 0.4914 0.4907
400 0.9213 0.7662 0.5740 0.5781
500 0.9327 0.8382 0.6667 0.6667
600 0.9390 0.8300 0.6597 0.6569
700 0.9505 0.8523 0.6552 0.6522
800 0.9467 0.8521 0.6711 0.6688
900 0.9524 0.8429 0.6717 0.6687
1000 0.9644 0.8800 0.7092 0.7090
1100 0.9517 0.8375 0.7111 0.7070
1200 0.9556 0.8540 0.7194 0.7174
1300 0.9537 0.8582 0.7670 0.7640
1400 0.9486 0.8731 0.7537 0.7502
1500 0.9625 0.8612 0.7403 0.7381
1600 0.9549 0.8511 0.7702 0.7663
1700 0.9594 0.8857 0.7727 0.7698
1800 0.9575 0.8767 0.7898 0.7871
1900 0.9632 0.8906 0.7879 0.7845
2000 0.9505 0.8887 0.7562 0.7535
2100 0.9676 0.8931 0.8057 0.8028
2200 0.9619 0.8704 0.7937 0.7916
2300 0.9657 0.8881 0.7810 0.7794
2400 0.9632 0.8803 0.7917 0.7903
2500 0.9562 0.8669 0.7917 0.7904
2600 0.9644 0.8813 0.7962 0.7949
2700 0.9657 0.8780 0.8178 0.8159
2800 0.9651 0.8864 0.7803 0.7776
2900 0.9657 0.8822 0.8044 0.8030
3000 0.9600 0.8729 0.8076 0.8044
3100 0.9606 0.8503 0.8203 0.8182
3200 0.9695 0.9040 0.8197 0.8173
3300 0.9683 0.8853 0.8140 0.8118
3400 0.9721 0.8809 0.8317 0.8289
3500 0.9695 0.8982 0.8190 0.8157
3600 0.9670 0.8879 0.8241 0.8208
3700 0.9613 0.8732 0.8248 0.8225
3800 0.9613 0.8809 0.8317 0.8293
3900 0.9733 0.9007 0.8273 0.8253
4000 0.9714 0.8921 0.8368 0.8345
4100 0.9721 0.8852 0.8330 0.8304
4200 0.9708 0.8878 0.8533 0.8523
4300 0.9695 0.8920 0.8400 0.8376
4400 0.9702 0.9057 0.8425 0.8406
4500 0.9727 0.9011 0.8400 0.8380
4600 0.9676 0.8860 0.8444 0.8417
4700 0.9651 0.8789 0.8368 0.8347
4800 0.9651 0.8699 0.8483 0.8472
4900 0.9657 0.8897 0.8381 0.8352
5000 0.9740 0.9037 0.8451 0.8418
5100 0.9676 0.8815 0.8444 0.8415
5200 0.9676 0.8861 0.8362 0.8344
5300 0.9708 0.8947 0.8489 0.8466
5400 0.9721 0.8807 0.8413 0.8390
5500 0.9721 0.8849 0.8476 0.8454
5600 0.9740 0.8823 0.8444 0.8422
5700 0.9752 0.9039 0.8508 0.8486
5800 0.9657 0.8874 0.8400 0.8370
5900 0.9721 0.8784 0.8463 0.8434
6000 0.9670 0.8729 0.8406 0.8396
6100 0.9619 0.8668 0.8444 0.8425
6200 0.9714 0.9009 0.8463 0.8440
6300 0.9708 0.8838 0.8508 0.8500
6400 0.9708 0.8853 0.8559 0.8546
6500 0.9695 0.8881 0.8444 0.8432
6600 0.9740 0.9067 0.8343 0.8312
6700 0.9727 0.8782 0.8476 0.8462
6800 0.9708 0.8945 0.8419 0.8400
6900 0.9746 0.9041 0.8432 0.8413
7000 0.9689 0.8804 0.8419 0.8399
7100 0.9702 0.8916 0.8425 0.8408
7200 0.9721 0.8950 0.8641 0.8626
7300 0.9644 0.8921 0.8603 0.8585
7400 0.9708 0.9012 0.8476 0.8476
7500 0.9714 0.9003 0.8514 0.8499
7600 0.9733 0.8945 0.8540 0.8525
7700 0.9657 0.8699 0.8470 0.8452
7800 0.9746 0.9024 0.8324 0.8322
7900 0.9714 0.8934 0.8552 0.8548
8000 0.9727 0.8932 0.8527 0.8511
8100 0.9727 0.8898 0.8495 0.8488
8200 0.9746 0.8979 0.8641 0.8624
8300 0.9651 0.8726 0.8565 0.8551
8400 0.9702 0.8801 0.8495 0.8474
8500 0.9683 0.8693 0.8533 0.8514
8600 0.9689 0.8665 0.8432 0.8414
8700 0.9683 0.8753 0.8565 0.8558
8800 0.9676 0.8691 0.8425 0.8398
8900 0.9702 0.8807 0.8533 0.8511
9000 0.9714 0.8939 0.8552 0.8540
9100 0.9702 0.8875 0.8502 0.8487
9200 0.9746 0.9088 0.8552 0.8542
9300 0.9663 0.8952 0.8508 0.8491
9400 0.9752 0.9092 0.8597 0.8576
9500 0.9733 0.8856 0.8641 0.8623
9600 0.9708 0.8843 0.8432 0.8421
9700 0.9702 0.8931 0.8552 0.8543
9800 0.9727 0.9050 0.8584 0.8575
9900 0.9689 0.8790 0.8565 0.8547
