# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.3625 0.1560 0.0514 0.0213
100 0.6279 0.5281 0.2876 0.2685
200 0.7676 0.6463 0.3702 0.3492
300 0.9156 0.7807 0.4679 0.4542
400 0.8959 0.8213 0.5632 0.5595
500 0.9340 0.8435 0.6286 0.6259
600 0.9492 0.8418 0.6337 0.6274
700 0.9587 0.8728 0.6946 0.6911
800 0.9625 0.8613 0.6921 0.6889
900 0.9568 0.8570 0.6946 0.6914
1000 0.9460 0.8456 0.7213 0.7182
1100 0.9473 0.8490 0.7257 0.7223
1200 0.9537 0.8578 0.7625 0.7606
1300 0.9638 0.8598 0.7467 0.7445
1400 0.9651 0.8767 0.7105 0.7104
1500 0.9600 0.8475 0.7416 0.7382
1600 0.9651 0.8809 0.7740 0.7698
1700 0.9657 0.8665 0.7676 0.7668
1800 0.9632 0.8640 0.7860 0.7826
1900 0.9657 0.8889 0.7676 0.7633
2000 0.9657 0.8808 0.7752 0.7736
2100 0.9537 0.8712 0.8019 0.7994
2200 0.9479 0.8246 0.7822 0.7806
2300 0.9549 0.8242 0.8019 0.7995
2400 0.9644 0.8447 0.8102 0.8084
2500 0.9651 0.8565 0.8121 0.8085
2600 0.9670 0.8760 0.8025 0.8014
2700 0.9651 0.8552 0.8127 0.8109
2800 0.9606 0.8627 0.8083 0.8068
2900 0.9543 0.8546 0.8273 0.8269
3000 0.9625 0.8619 0.8197 0.8181
3100 0.9638 0.8585 0.8254 0.8218
3200 0.9619 0.8617 0.8298 0.8279
3300 0.9530 0.8600 0.8254 0.8243
3400 0.9676 0.8647 0.8317 0.8306
3500 0.9689 0.8735 0.8343 0.8324
3600 0.9695 0.8857 0.8343 0.8338
3700 0.9670 0.8641 0.8317 0.8289
3800 0.9676 0.8830 0.8324 0.8301
3900 0.9638 0.8857 0.8457 0.8435
4000 0.9651 0.8685 0.8248 0.8252
4100 0.9683 0.8676 0.8241 0.8202
4200 0.9644 0.8631 0.8508 0.8479
4300 0.9638 0.8733 0.8298 0.8275
4400 0.9670 0.8786 0.8521 0.8496
4500 0.9663 0.8716 0.8463 0.8436
4600 0.9676 0.8803 0.8483 0.8450
4700 0.9625 0.8740 0.8432 0.8419
4800 0.9683 0.8767 0.8463 0.8438
4900 0.9638 0.8661 0.8540 0.8524
5000 0.9632 0.8767 0.8533 0.8522
5100 0.9663 0.8671 0.8571 0.8553
5200 0.9670 0.8677 0.8559 0.8544
5300 0.9594 0.8219 0.8438 0.8427
5400 0.9638 0.8735 0.8495 0.8479
5500 0.9670 0.8790 0.8527 0.8519
5600 0.9676 0.8716 0.8514 0.8499
5700 0.9651 0.8528 0.8489 0.8468
5800 0.9644 0.8562 0.8584 0.8580
5900 0.9638 0.8504 0.8495 0.8490
6000 0.9632 0.8698 0.8521 0.8499
6100 0.9663 0.8572 0.8686 0.8660
6200 0.9676 0.8639 0.8533 0.8516
6300 0.9676 0.8717 0.8635 0.8628
6400 0.9638 0.8605 0.8673 0.8658
6500 0.9657 0.8597 0.8565 0.8550
6600 0.9683 0.8675 0.8616 0.8603
6700 0.9600 0.8336 0.8648 0.8634
6800 0.9644 0.8704 0.8590 0.8587
6900 0.9695 0.8813 0.8717 0.8709
7000 0.9644 0.8578 0.8495 0.8481
7100 0.9644 0.8611 0.8584 0.8571
7200 0.9638 0.8621 0.8641 0.8635
7300 0.9670 0.8694 0.8584 0.8577
7400 0.9625 0.8518 0.8546 0.8532
7500 0.9663 0.8714 0.8641 0.8638
7600 0.9683 0.8709 0.8425 0.8402
7700 0.9670 0.8691 0.8597 0.8578
7800 0.9714 0.8798 0.8743 0.8720
7900 0.9651 0.8578 0.8514 0.8493
8000 0.9638 0.8587 0.8705 0.8692
8100 0.9613 0.8499 0.8660 0.8642
8200 0.9670 0.8691 0.8686 0.8668
8300 0.9651 0.8631 0.8743 0.8729
8400 0.9613 0.8554 0.8597 0.8581
8500 0.9638 0.8705 0.8749 0.8738
8600 0.9689 0.8736 0.8679 0.8660
8700 0.9644 0.8669 0.8590 0.8581
8800 0.9670 0.8706 0.8705 0.8686
8900 0.9676 0.8677 0.8737 0.8727
9000 0.9670 0.8737 0.8337 0.8321
9100 0.9708 0.8814 0.8711 0.8687
9200 0.9670 0.8773 0.8571 0.8559
9300 0.9663 0.8679 0.8603 0.8587
9400 0.9651 0.8533 0.8775 0.8752
9500 0.9632 0.8326 0.8521 0.8505
9600 0.9695 0.8721 0.8749 0.8735
9700 0.9676 0.8674 0.8711 0.8688
9800 0.9594 0.8355 0.8660 0.8647
9900 0.9663 0.8654 0.8584 0.8567
