# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0712 0.0276 0.0472 0.0159
100 0.2014 0.1141 0.1327 0.0709
200 0.2259 0.1446 0.1707 0.0648
300 0.2924 0.2028 0.1749 0.0784
400 0.3934 0.3235 0.2118 0.1024
500 0.5249 0.4883 0.2814 0.1875
600 0.6257 0.6073 0.3339 0.2421
700 0.6489 0.6171 0.3556 0.2439
800 0.7181 0.6981 0.4233 0.3351
900 0.7231 0.7025 0.4401 0.3625
1000 0.6992 0.6749 0.4398 0.3692
1100 0.7780 0.7508 0.5226 0.4420
1200 0.7583 0.7262 0.5258 0.4578
1300 0.7871 0.7569 0.5324 0.4669
1400 0.7793 0.7545 0.5682 0.5173
1500 0.7929 0.7656 0.5651 0.4936
1600 0.8054 0.7719 0.5898 0.5346
1700 0.7927 0.7709 0.5929 0.5473
1800 0.7637 0.7497 0.5586 0.4953
1900 0.8023 0.7806 0.6403 0.6000
2000 0.8108 0.7907 0.6370 0.5935
2100 0.8245 0.8022 0.6526 0.6065
2200 0.8126 0.7886 0.6543 0.5992
2300 0.8174 0.7976 0.6610 0.6044
2400 0.7982 0.7793 0.6638 0.6102
2500 0.8255 0.8054 0.6843 0.6430
2600 0.8248 0.8107 0.7083 0.6694
2700 0.8290 0.8152 0.7037 0.6533
2800 0.8162 0.7953 0.7004 0.6553
2900 0.8323 0.8169 0.7107 0.6755
3000 0.8289 0.8080 0.7249 0.6853
3100 0.8366 0.8202 0.7309 0.6982
3200 0.8274 0.8072 0.7230 0.6791
3300 0.8253 0.8081 0.7165 0.6686
3400 0.8147 0.8030 0.7044 0.6540
3500 0.8345 0.8183 0.7495 0.7192
3600 0.8322 0.8089 0.7465 0.7085
3700 0.8342 0.8186 0.7450 0.7188
3800 0.8298 0.8103 0.7473 0.7175
3900 0.8383 0.8227 0.7533 0.7216
4000 0.8379 0.8213 0.7642 0.7273
4100 0.8395 0.8252 0.7705 0.7415
4200 0.8426 0.8281 0.7672 0.7306
4300 0.8450 0.8301 0.7688 0.7405
4400 0.8512 0.8390 0.7696 0.7426
4500 0.8445 0.8287 0.7853 0.7629
4600 0.8480 0.8393 0.7771 0.7390
4700 0.8440 0.8284 0.7890 0.7673
4800 0.8486 0.8317 0.7938 0.7666
4900 0.8457 0.8348 0.7847 0.7605
5000 0.8438 0.8252 0.7885 0.7655
5100 0.8488 0.8361 0.7912 0.7657
5200 0.8564 0.8457 0.8010 0.7775
5300 0.8532 0.8434 0.7942 0.7637
5400 0.8480 0.8339 0.8030 0.7814
5500 0.8243 0.8174 0.7646 0.7395
5600 0.8508 0.8371 0.8050 0.7782
5700 0.8499 0.8356 0.8046 0.7676
5800 0.8519 0.8386 0.8041 0.7806
5900 0.8545 0.8408 0.8090 0.7752
6000 0.8544 0.8413 0.8102 0.7866
6100 0.8508 0.8361 0.8109 0.7757
6200 0.8555 0.8442 0.8127 0.7923
6300 0.8544 0.8441 0.8133 0.7937
6400 0.8497 0.8387 0.8117 0.7785
6500 0.8538 0.8427 0.8113 0.7908
6600 0.8567 0.8462 0.8097 0.7833
6700 0.8534 0.8435 0.8121 0.7845
6800 0.8596 0.8496 0.8236 0.8050
6900 0.8599 0.8507 0.8166 0.7900
7000 0.8563 0.8483 0.8144 0.7941
7100 0.8603 0.8499 0.8224 0.7948
7200 0.8524 0.8421 0.8159 0.7918
7300 0.8573 0.8466 0.8228 0.7933
7400 0.8612 0.8534 0.8276 0.8078
7500 0.8622 0.8500 0.8244 0.7924
7600 0.8595 0.8509 0.8283 0.8022
7700 0.8531 0.8355 0.8319 0.8133
7800 0.8608 0.8518 0.8350 0.8162
7900 0.8633 0.8544 0.8245 0.8006
8000 0.8529 0.8441 0.8291 0.8093
8100 0.8616 0.8543 0.8254 0.8096
8200 0.8644 0.8535 0.8267 0.8007
8300 0.8646 0.8543 0.8373 0.8197
8400 0.8632 0.8542 0.8204 0.7976
8500 0.8621 0.8513 0.8327 0.8081
8600 0.8598 0.8516 0.8346 0.8052
8700 0.8647 0.8550 0.8352 0.8080
8800 0.8594 0.8517 0.8275 0.7955
8900 0.8649 0.8579 0.8343 0.8161
9000 0.8598 0.8511 0.8374 0.8186
9100 0.8641 0.8565 0.8282 0.7966
9200 0.8653 0.8590 0.8385 0.8094
9300 0.8678 0.8627 0.8290 0.7986
9400 0.8617 0.8541 0.8268 0.8008
9500 0.8662 0.8586 0.8315 0.8018
9600 0.8606 0.8512 0.8347 0.8106
9700 0.8674 0.8588 0.8412 0.8242
9800 0.8648 0.8567 0.8411 0.8267
9900 0.8573 0.8474 0.8386 0.8107
10000 0.8685 0.8621 0.8397 0.8139
10100 0.8591 0.8567 0.8337 0.8058
10200 0.8593 0.8480 0.8355 0.8177
10300 0.8626 0.8545 0.8387 0.8164
10400 0.8646 0.8563 0.8432 0.8259
10500 0.8707 0.8638 0.8473 0.8194
10600 0.8657 0.8559 0.8393 0.8160
10700 0.8642 0.8564 0.8413 0.8242
10800 0.8668 0.8592 0.8467 0.8178
10900 0.8629 0.8547 0.8421 0.8252
11000 0.8685 0.8634 0.8467 0.8305
11100 0.8698 0.8657 0.8443 0.8286
11200 0.8678 0.8599 0.8337 0.8039
