# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0705 0.0231 0.0786 0.0287
100 0.2050 0.1496 0.1804 0.0620
200 0.4422 0.3700 0.2106 0.0844
300 0.5596 0.5059 0.2436 0.1269
400 0.6524 0.6159 0.2489 0.1320
500 0.6938 0.6525 0.2871 0.1770
600 0.7139 0.6762 0.3201 0.2208
700 0.7357 0.7046 0.3550 0.2449
800 0.7507 0.7196 0.3832 0.2713
900 0.7490 0.7179 0.3918 0.2880
1000 0.7296 0.7028 0.4191 0.3217
1100 0.7437 0.7135 0.4322 0.3602
1200 0.7644 0.7276 0.4565 0.3906
1300 0.7616 0.7362 0.4612 0.3893
1400 0.7697 0.7434 0.4944 0.4250
1500 0.7721 0.7422 0.5053 0.4247
1600 0.7704 0.7460 0.5123 0.4398
1700 0.7671 0.7365 0.5336 0.4573
1800 0.7918 0.7654 0.5292 0.4760
1900 0.7879 0.7643 0.5582 0.5098
2000 0.7999 0.7728 0.5702 0.5154
2100 0.7987 0.7731 0.5804 0.5100
2200 0.8067 0.7819 0.6028 0.5512
2300 0.7910 0.7725 0.6105 0.5408
2400 0.7993 0.7730 0.6222 0.5556
2500 0.8066 0.7868 0.6298 0.5863
2600 0.8112 0.7898 0.6391 0.5792
2700 0.7976 0.7741 0.6524 0.6095
2800 0.7928 0.7563 0.6435 0.5932
2900 0.8095 0.7806 0.6708 0.6162
3000 0.8210 0.8020 0.6692 0.6285
3100 0.8134 0.7919 0.6728 0.6193
3200 0.8132 0.7908 0.6805 0.6422
3300 0.8192 0.8036 0.6768 0.6334
3400 0.8258 0.8079 0.6970 0.6609
3500 0.8285 0.8089 0.6883 0.6438
3600 0.8309 0.8114 0.6999 0.6652
3700 0.8293 0.8103 0.6953 0.6616
3800 0.8288 0.8085 0.7126 0.6658
3900 0.8213 0.8007 0.7185 0.6762
4000 0.8322 0.8152 0.7312 0.6840
4100 0.8322 0.8156 0.7117 0.6709
4200 0.8298 0.8151 0.7315 0.7022
4300 0.8260 0.8069 0.7353 0.6936
4400 0.8331 0.8175 0.7462 0.7058
4500 0.8317 0.8161 0.7463 0.7056
4600 0.8276 0.8103 0.7548 0.7292
4700 0.8383 0.8221 0.7617 0.7216
4800 0.8400 0.8229 0.7552 0.7272
4900 0.8344 0.8208 0.7605 0.7339
5000 0.8359 0.8218 0.7629 0.7235
5100 0.8404 0.8232 0.7646 0.7379
5200 0.8380 0.8224 0.7755 0.7481
5300 0.8395 0.8221 0.7707 0.7348
5400 0.8377 0.8231 0.7646 0.7281
5500 0.8448 0.8305 0.7713 0.7403
5600 0.8409 0.8247 0.7735 0.7435
5700 0.8346 0.8180 0.7771 0.7524
5800 0.8398 0.8262 0.7848 0.7601
5900 0.8445 0.8301 0.7830 0.7468
6000 0.8425 0.8289 0.7818 0.7466
6100 0.8427 0.8299 0.7834 0.7536
6200 0.8449 0.8309 0.7876 0.7592
6300 0.8441 0.8281 0.7917 0.7589
6400 0.8477 0.8334 0.7857 0.7538
6500 0.8461 0.8314 0.7896 0.7581
6600 0.8403 0.8280 0.7964 0.7641
6700 0.8482 0.8375 0.7935 0.7714
6800 0.8422 0.8263 0.7946 0.7693
6900 0.8368 0.8215 0.7957 0.7611
7000 0.8517 0.8387 0.7961 0.7767
7100 0.8509 0.8391 0.7910 0.7622
7200 0.8522 0.8405 0.7980 0.7708
7300 0.8475 0.8344 0.8049 0.7707
7400 0.8441 0.8268 0.7967 0.7703
7500 0.8506 0.8369 0.8014 0.7684
7600 0.8527 0.8412 0.8049 0.7729
7700 0.8495 0.8395 0.8119 0.7792
7800 0.8524 0.8381 0.8127 0.7924
7900 0.8526 0.8403 0.8073 0.7813
8000 0.8477 0.8369 0.8118 0.7857
8100 0.8529 0.8418 0.8114 0.7927
8200 0.8493 0.8377 0.8191 0.7998
8300 0.8508 0.8386 0.8126 0.7935
8400 0.8537 0.8400 0.8171 0.7883
8500 0.8522 0.8389 0.8149 0.7961
8600 0.8508 0.8377 0.8172 0.7990
8700 0.8428 0.8303 0.8164 0.7973
8800 0.8531 0.8394 0.8161 0.7942
8900 0.8546 0.8416 0.8111 0.7840
9000 0.8499 0.8398 0.8171 0.7865
9100 0.8518 0.8408 0.8178 0.7885
9200 0.8518 0.8398 0.8124 0.7837
9300 0.8530 0.8390 0.8160 0.7954
9400 0.8525 0.8400 0.8229 0.7924
9500 0.8503 0.8373 0.8169 0.7987
9600 0.8524 0.8418 0.8275 0.7979
9700 0.8519 0.8420 0.8135 0.7942
9800 0.8530 0.8412 0.8208 0.7913
9900 0.8446 0.8308 0.8247 0.7968
