# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0711 0.0335 0.0573 0.0295
100 0.2001 0.1676 0.1718 0.0708
200 0.3066 0.2728 0.2189 0.1007
300 0.5473 0.5012 0.2263 0.1069
400 0.6684 0.6217 0.2570 0.1551
500 0.6865 0.6539 0.2731 0.1426
600 0.7006 0.6711 0.3066 0.2292
700 0.7392 0.7017 0.3347 0.2164
800 0.7257 0.6911 0.3585 0.2344
900 0.7484 0.7164 0.3812 0.2749
1000 0.7233 0.6938 0.3912 0.2986
1100 0.7509 0.7289 0.4213 0.3188
1200 0.7631 0.7388 0.4329 0.3390
1300 0.7751 0.7460 0.4442 0.3728
1400 0.7802 0.7509 0.4623 0.3754
1500 0.7853 0.7587 0.4762 0.3932
1600 0.7792 0.7493 0.4848 0.4204
1700 0.7716 0.7436 0.5072 0.4579
1800 0.7981 0.7719 0.5123 0.4482
1900 0.7854 0.7599 0.5439 0.4735
2000 0.7986 0.7743 0.5517 0.4805
2100 0.7954 0.7702 0.5515 0.4906
2200 0.7992 0.7799 0.5736 0.5219
2300 0.7982 0.7728 0.5636 0.5168
2400 0.8083 0.7880 0.5915 0.5460
2500 0.8116 0.7939 0.5938 0.5405
2600 0.8122 0.7882 0.6167 0.5736
2700 0.8030 0.7816 0.6186 0.5584
2800 0.8154 0.7937 0.6184 0.5609
2900 0.8157 0.7943 0.6307 0.5881
3000 0.8140 0.7991 0.6304 0.5849
3100 0.8179 0.7987 0.6527 0.6015
3200 0.8189 0.7996 0.6497 0.6100
3300 0.8239 0.8076 0.6510 0.5927
3400 0.8264 0.8080 0.6661 0.6257
3500 0.8230 0.8037 0.6750 0.6357
3600 0.8292 0.8108 0.6779 0.6420
3700 0.8267 0.8053 0.6662 0.6184
3800 0.8259 0.8028 0.6926 0.6475
3900 0.8298 0.8094 0.6899 0.6398
4000 0.8324 0.8144 0.6974 0.6591
4100 0.8326 0.8149 0.7007 0.6543
4200 0.8364 0.8176 0.7037 0.6632
4300 0.8274 0.8136 0.6998 0.6521
4400 0.8332 0.8156 0.7125 0.6774
4500 0.8429 0.8272 0.7155 0.6762
4600 0.8364 0.8210 0.7158 0.6837
4700 0.8329 0.8118 0.7185 0.6868
4800 0.8382 0.8211 0.7238 0.6902
4900 0.8408 0.8247 0.7217 0.6832
5000 0.8294 0.8091 0.7282 0.6854
5100 0.8414 0.8262 0.7255 0.6802
5200 0.8378 0.8244 0.7386 0.7069
5300 0.8414 0.8273 0.7424 0.7018
5400 0.8409 0.8245 0.7442 0.7116
5500 0.8353 0.8161 0.7451 0.7026
5600 0.8398 0.8213 0.7410 0.7112
5700 0.8420 0.8291 0.7502 0.7166
5800 0.8465 0.8345 0.7588 0.7310
5900 0.8480 0.8334 0.7460 0.7054
6000 0.8421 0.8244 0.7559 0.7156
6100 0.8517 0.8403 0.7597 0.7214
6200 0.8466 0.8333 0.7686 0.7411
6300 0.8471 0.8327 0.7586 0.7270
6400 0.8451 0.8313 0.7622 0.7320
6500 0.8467 0.8323 0.7638 0.7366
6600 0.8448 0.8302 0.7615 0.7325
6700 0.8473 0.8351 0.7720 0.7324
6800 0.8454 0.8354 0.7688 0.7445
6900 0.8511 0.8401 0.7660 0.7379
7000 0.8499 0.8347 0.7679 0.7346
7100 0.8507 0.8406 0.7682 0.7399
7200 0.8525 0.8425 0.7686 0.7435
7300 0.8489 0.8358 0.7758 0.7496
7400 0.8473 0.8349 0.7667 0.7366
7500 0.8552 0.8441 0.7735 0.7394
7600 0.8518 0.8410 0.7829 0.7583
7700 0.8499 0.8364 0.7849 0.7610
7800 0.8551 0.8442 0.7814 0.7519
7900 0.8531 0.8398 0.7926 0.7688
8000 0.8563 0.8457 0.7901 0.7671
8100 0.8546 0.8425 0.7868 0.7554
8200 0.8474 0.8366 0.7956 0.7746
8300 0.8516 0.8413 0.7940 0.7730
8400 0.8475 0.8355 0.7841 0.7550
8500 0.8500 0.8369 0.7893 0.7671
8600 0.8526 0.8417 0.7851 0.7523
8700 0.8546 0.8435 0.7907 0.7586
8800 0.8507 0.8405 0.7936 0.7604
8900 0.8517 0.8403 0.7928 0.7700
9000 0.8522 0.8398 0.7935 0.7650
9100 0.8548 0.8451 0.7855 0.7511
9200 0.8490 0.8383 0.7995 0.7771
9300 0.8536 0.8407 0.8034 0.7820
9400 0.8561 0.8452 0.7957 0.7739
9500 0.8598 0.8477 0.7946 0.7606
9600 0.8590 0.8482 0.7942 0.7743
9700 0.8561 0.8460 0.7943 0.7633
9800 0.8549 0.8441 0.8004 0.7742
9900 0.8548 0.8412 0.8026 0.7710
