# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0330 0.0216 0.0657 0.0283
100 0.1972 0.1132 0.1651 0.0626
200 0.1767 0.0882 0.1699 0.0445
300 0.2141 0.1310 0.1531 0.0683
400 0.3273 0.2641 0.1838 0.1140
500 0.5503 0.4899 0.2360 0.1181
600 0.5588 0.5095 0.2576 0.1598
700 0.6496 0.6223 0.3284 0.2205
800 0.7000 0.6823 0.3796 0.2937
900 0.7087 0.6805 0.4153 0.3138
1000 0.7554 0.7332 0.4517 0.3706
1100 0.7820 0.7557 0.4579 0.3697
1200 0.7605 0.7248 0.5150 0.4424
1300 0.7959 0.7727 0.5408 0.4867
1400 0.7847 0.7594 0.5433 0.4622
1500 0.7997 0.7796 0.5671 0.4940
1600 0.7625 0.7460 0.5182 0.4675
1700 0.7700 0.7530 0.5641 0.5093
1800 0.7521 0.7397 0.5696 0.5178
1900 0.7907 0.7620 0.6292 0.5629
2000 0.7954 0.7813 0.6202 0.5722
2100 0.8087 0.7951 0.6192 0.5800
2200 0.8114 0.7873 0.6411 0.5805
2300 0.8211 0.8055 0.6668 0.6092
2400 0.8213 0.7989 0.6688 0.6145
2500 0.8183 0.8027 0.6885 0.6505
2600 0.8290 0.8141 0.7042 0.6514
2700 0.8068 0.7915 0.6506 0.6055
2800 0.8187 0.8018 0.6947 0.6506
2900 0.8203 0.8045 0.7151 0.6810
3000 0.8279 0.8140 0.7168 0.6712
3100 0.8227 0.8082 0.7137 0.6767
3200 0.8345 0.8185 0.7190 0.6813
3300 0.8388 0.8274 0.7358 0.6920
3400 0.8319 0.8177 0.7295 0.6971
3500 0.8323 0.8204 0.7326 0.6959
3600 0.8406 0.8294 0.7340 0.6956
3700 0.8374 0.8243 0.7513 0.7245
3800 0.8331 0.8122 0.7627 0.7361
3900 0.8327 0.8207 0.7635 0.7328
4000 0.8481 0.8373 0.7699 0.7416
4100 0.8354 0.8280 0.7621 0.7191
4200 0.8386 0.8251 0.7604 0.7336
