# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0493 0.0292 0.0471 0.0247
100 0.2068 0.1199 0.1608 0.0699
200 0.1104 0.0620 0.1846 0.0692
300 0.2133 0.1495 0.1762 0.0791
400 0.3099 0.2429 0.2297 0.0986
500 0.3857 0.3157 0.2536 0.1473
600 0.6199 0.5903 0.3528 0.2788
700 0.6161 0.5758 0.3619 0.2663
800 0.7051 0.6716 0.3726 0.3009
900 0.7031 0.6758 0.4329 0.3565
1000 0.7823 0.7550 0.4916 0.4109
1100 0.7786 0.7530 0.5305 0.4615
1200 0.7974 0.7695 0.5297 0.4514
1300 0.7993 0.7745 0.5512 0.4867
1400 0.7716 0.7476 0.5402 0.4851
1500 0.7519 0.7330 0.5647 0.4879
1600 0.8055 0.7809 0.5974 0.5271
1700 0.7934 0.7713 0.6155 0.5635
1800 0.8101 0.7845 0.5978 0.5407
1900 0.7939 0.7678 0.6136 0.5679
2000 0.8141 0.7929 0.6451 0.5772
2100 0.8083 0.7777 0.6637 0.6179
2200 0.8201 0.7963 0.6771 0.6288
2300 0.7959 0.7814 0.6606 0.6181
2400 0.7563 0.7406 0.6391 0.6011
2500 0.8042 0.7794 0.6758 0.6329
2600 0.8313 0.8128 0.7112 0.6731
2700 0.8403 0.8219 0.7048 0.6495
2800 0.8047 0.7862 0.6653 0.6248
2900 0.8300 0.8105 0.7332 0.6997
3000 0.8198 0.7990 0.7240 0.6897
3100 0.8282 0.8122 0.7279 0.6906
3200 0.8262 0.8054 0.7234 0.6860
3300 0.8313 0.8093 0.7427 0.7005
3400 0.8408 0.8209 0.7421 0.7077
3500 0.8390 0.8231 0.7466 0.7009
3600 0.8441 0.8265 0.7652 0.7353
3700 0.8362 0.8214 0.7505 0.7110
3800 0.8387 0.8186 0.7629 0.7221
3900 0.8422 0.8283 0.7642 0.7335
4000 0.8454 0.8300 0.7649 0.7239
4100 0.8318 0.8179 0.7696 0.7399
4200 0.8424 0.8279 0.7798 0.7526
4300 0.8487 0.8356 0.7727 0.7456
4400 0.8487 0.8342 0.7715 0.7424
4500 0.8429 0.8320 0.7687 0.7425
4600 0.8411 0.8302 0.7870 0.7601
4700 0.8472 0.8335 0.7768 0.7369
4800 0.8472 0.8308 0.7842 0.7538
4900 0.8510 0.8401 0.7899 0.7601
5000 0.8511 0.8341 0.7968 0.7605
5100 0.8539 0.8387 0.8015 0.7650
5200 0.8566 0.8452 0.8108 0.7870
5300 0.8565 0.8431 0.8030 0.7812
5400 0.8563 0.8447 0.8026 0.7808
5500 0.8530 0.8423 0.7999 0.7718
5600 0.8606 0.8497 0.8024 0.7725
5700 0.8494 0.8357 0.8019 0.7778
5800 0.8509 0.8395 0.8062 0.7729
5900 0.8564 0.8420 0.8039 0.7771
6000 0.8496 0.8346 0.8145 0.7809
6100 0.8537 0.8416 0.8111 0.7776
6200 0.8562 0.8470 0.8081 0.7825
6300 0.8546 0.8455 0.8218 0.7904
6400 0.8601 0.8486 0.8111 0.7904
6500 0.8585 0.8453 0.8193 0.7978
6600 0.8580 0.8478 0.8190 0.7926
6700 0.8573 0.8438 0.8242 0.7881
6800 0.8608 0.8495 0.8252 0.8033
6900 0.8571 0.8475 0.8301 0.7995
7000 0.8618 0.8520 0.8218 0.7995
7100 0.8570 0.8428 0.8223 0.7965
7200 0.8595 0.8480 0.8296 0.8103
7300 0.8582 0.8482 0.8295 0.8016
7400 0.8648 0.8533 0.8292 0.8096
7500 0.8652 0.8542 0.8304 0.8127
7600 0.8595 0.8491 0.8245 0.8063
7700 0.8663 0.8551 0.8338 0.8052
7800 0.8686 0.8597 0.8402 0.8120
7900 0.8614 0.8522 0.8356 0.8071
8000 0.8577 0.8496 0.8310 0.8077
8100 0.8650 0.8542 0.8361 0.8184
8200 0.8593 0.8472 0.8229 0.8009
8300 0.8645 0.8572 0.8255 0.8050
8400 0.8663 0.8592 0.8385 0.8205
8500 0.8624 0.8517 0.8336 0.8148
8600 0.8632 0.8530 0.8344 0.8173
8700 0.8633 0.8522 0.8416 0.8250
8800 0.8641 0.8563 0.8368 0.8180
8900 0.8682 0.8609 0.8379 0.8109
9000 0.8691 0.8599 0.8377 0.8091
9100 0.8635 0.8548 0.8402 0.8119
9200 0.8651 0.8560 0.8407 0.8120
9300 0.8653 0.8550 0.8409 0.8225
9400 0.8631 0.8554 0.8357 0.8106
9500 0.8663 0.8572 0.8334 0.8141
9600 0.8636 0.8527 0.8458 0.8193
9700 0.8703 0.8636 0.8445 0.8165
9800 0.8645 0.8573 0.8406 0.8238
9900 0.8631 0.8510 0.8438 0.8163
10000 0.8653 0.8575 0.8393 0.8112
10100 0.8687 0.8609 0.8432 0.8277
10200 0.8649 0.8561 0.8405 0.8189
10300 0.8709 0.8607 0.8483 0.8317
10400 0.8703 0.8612 0.8474 0.8306
10500 0.8612 0.8533 0.8424 0.8196
10600 0.8689 0.8588 0.8485 0.8339
