# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0433 0.0280 0.1006 0.0361
100 0.1650 0.1500 0.1861 0.0624
200 0.2622 0.2307 0.2028 0.0800
300 0.5997 0.5281 0.2331 0.1249
400 0.6418 0.6001 0.2673 0.1272
500 0.7028 0.6618 0.2860 0.1937
600 0.7071 0.6789 0.3281 0.2014
700 0.7226 0.6854 0.3147 0.2038
800 0.7377 0.7061 0.3713 0.2735
900 0.7443 0.7130 0.3777 0.2900
1000 0.7451 0.7097 0.4220 0.3336
1100 0.7636 0.7307 0.4441 0.3563
1200 0.7577 0.7256 0.4539 0.3783
1300 0.7695 0.7362 0.4726 0.3921
1400 0.7809 0.7484 0.5015 0.4325
1500 0.7815 0.7496 0.5152 0.4500
1600 0.7841 0.7559 0.5281 0.4654
1700 0.7923 0.7630 0.5333 0.4588
1800 0.7862 0.7566 0.5373 0.4706
1900 0.7862 0.7575 0.5704 0.5210
2000 0.8054 0.7775 0.5769 0.5087
2100 0.7880 0.7606 0.5830 0.5371
2200 0.7995 0.7753 0.5994 0.5384
2300 0.8067 0.7843 0.6054 0.5527
2400 0.8054 0.7741 0.6133 0.5679
2500 0.7976 0.7715 0.6285 0.5879
2600 0.8152 0.7892 0.6355 0.5971
2700 0.8189 0.7950 0.6293 0.5817
2800 0.8198 0.7955 0.6454 0.5855
2900 0.8094 0.7855 0.6566 0.6006
3000 0.8174 0.7956 0.6630 0.6263
3100 0.8184 0.7976 0.6575 0.6199
3200 0.8168 0.7920 0.6685 0.6336
3300 0.8225 0.8001 0.6772 0.6400
3400 0.8225 0.7999 0.6884 0.6448
3500 0.8208 0.8017 0.6981 0.6528
3600 0.8313 0.8124 0.6982 0.6633
3700 0.8279 0.8070 0.7014 0.6679
3800 0.8130 0.7878 0.7148 0.6791
3900 0.8313 0.8099 0.7192 0.6840
4000 0.8323 0.8146 0.7152 0.6698
4100 0.8307 0.8122 0.7130 0.6755
4200 0.8356 0.8150 0.7248 0.6949
4300 0.8328 0.8150 0.7290 0.6954
4400 0.8330 0.8138 0.7287 0.6967
4500 0.8313 0.8116 0.7331 0.7027
4600 0.8340 0.8200 0.7386 0.6956
4700 0.8436 0.8304 0.7386 0.7083
4800 0.8387 0.8223 0.7390 0.7131
4900 0.8399 0.8211 0.7550 0.7261
5000 0.8438 0.8278 0.7533 0.7175
5100 0.8409 0.8257 0.7505 0.7112
5200 0.8408 0.8227 0.7646 0.7371
5300 0.8467 0.8302 0.7552 0.7313
5400 0.8436 0.8278 0.7504 0.7243
5500 0.8432 0.8278 0.7580 0.7320
5600 0.8430 0.8246 0.7711 0.7479
5700 0.8431 0.8254 0.7728 0.7483
5800 0.8314 0.8142 0.7678 0.7432
5900 0.8398 0.8231 0.7658 0.7323
6000 0.8512 0.8353 0.7716 0.7382
6100 0.8445 0.8285 0.7673 0.7371
6200 0.8385 0.8174 0.7814 0.7572
6300 0.8502 0.8371 0.7788 0.7447
6400 0.8452 0.8277 0.7761 0.7465
6500 0.8466 0.8317 0.7713 0.7327
6600 0.8448 0.8283 0.7800 0.7546
6700 0.8456 0.8299 0.7816 0.7613
6800 0.8459 0.8297 0.7890 0.7671
6900 0.8398 0.8235 0.7903 0.7692
7000 0.8481 0.8319 0.7861 0.7612
7100 0.8384 0.8167 0.7882 0.7583
7200 0.8555 0.8426 0.7876 0.7651
7300 0.8448 0.8293 0.7960 0.7732
7400 0.8508 0.8361 0.7886 0.7519
7500 0.8493 0.8340 0.7877 0.7535
7600 0.8544 0.8408 0.7957 0.7738
7700 0.8575 0.8457 0.8000 0.7770
7800 0.8514 0.8383 0.8030 0.7821
7900 0.8557 0.8431 0.7947 0.7613
8000 0.8548 0.8409 0.7977 0.7657
8100 0.8530 0.8407 0.8028 0.7721
8200 0.8583 0.8494 0.8010 0.7696
8300 0.8528 0.8393 0.8035 0.7839
8400 0.8619 0.8507 0.7958 0.7704
8500 0.8537 0.8406 0.8071 0.7871
8600 0.8548 0.8444 0.8013 0.7790
8700 0.8582 0.8463 0.8029 0.7832
8800 0.8600 0.8475 0.8035 0.7757
8900 0.8557 0.8436 0.8066 0.7796
9000 0.8574 0.8456 0.8045 0.7722
9100 0.8535 0.8403 0.8093 0.7905
9200 0.8574 0.8452 0.8072 0.7763
9300 0.8603 0.8489 0.8086 0.7795
9400 0.8590 0.8453 0.8058 0.7863
9500 0.8573 0.8448 0.8059 0.7743
9600 0.8550 0.8399 0.8116 0.7927
9700 0.8597 0.8482 0.8107 0.7873
9800 0.8556 0.8432 0.8121 0.7921
9900 0.8532 0.8409 0.8048 0.7783
