# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0711 0.0282 0.0465 0.0180
100 0.2667 0.1616 0.2046 0.0881
200 0.3416 0.2318 0.2304 0.1526
300 0.5534 0.4897 0.2439 0.1593
400 0.5884 0.5284 0.3122 0.2130
500 0.6941 0.6493 0.3660 0.2791
600 0.6936 0.6540 0.3911 0.3095
700 0.7209 0.6873 0.4249 0.3401
800 0.7331 0.7010 0.4365 0.3625
900 0.7491 0.7125 0.4457 0.3652
1000 0.7353 0.7061 0.5034 0.4155
1100 0.7600 0.7196 0.5322 0.4542
1200 0.7573 0.7241 0.5133 0.4378
1300 0.7596 0.7275 0.5544 0.4808
1400 0.7804 0.7477 0.5724 0.5132
1500 0.7714 0.7473 0.5935 0.5269
1600 0.7802 0.7469 0.6171 0.5553
1700 0.7881 0.7572 0.6394 0.5834
1800 0.7825 0.7512 0.6323 0.5743
1900 0.7829 0.7500 0.6709 0.6316
2000 0.7977 0.7678 0.6768 0.6199
2100 0.7953 0.7653 0.6738 0.6187
2200 0.7958 0.7684 0.6981 0.6468
2300 0.7849 0.7560 0.7093 0.6757
2400 0.8013 0.7780 0.7046 0.6578
2500 0.7963 0.7684 0.7300 0.6856
2600 0.8135 0.7902 0.7386 0.7014
2700 0.8191 0.7965 0.7425 0.7000
2800 0.8083 0.7843 0.7465 0.7195
2900 0.8063 0.7790 0.7552 0.7286
3000 0.8225 0.8006 0.7531 0.7114
3100 0.8132 0.7885 0.7756 0.7543
3200 0.8293 0.8089 0.7777 0.7536
3300 0.8270 0.8055 0.7939 0.7721
3400 0.8243 0.8054 0.7779 0.7546
3500 0.8204 0.7958 0.7737 0.7521
3600 0.8311 0.8116 0.7984 0.7650
3700 0.8292 0.8100 0.7952 0.7667
3800 0.8253 0.8006 0.7993 0.7649
3900 0.8313 0.8116 0.8017 0.7799
4000 0.8330 0.8132 0.8064 0.7892
4100 0.8348 0.8145 0.8116 0.7936
4200 0.8260 0.8097 0.8001 0.7660
4300 0.8336 0.8155 0.8198 0.8012
4400 0.8393 0.8255 0.8177 0.7993
4500 0.8375 0.8162 0.8309 0.8144
4600 0.8368 0.8215 0.8220 0.8046
4700 0.8336 0.8180 0.8323 0.8041
4800 0.8326 0.8194 0.8393 0.8137
4900 0.8364 0.8184 0.8421 0.8269
5000 0.8365 0.8159 0.8361 0.8211
5100 0.8450 0.8291 0.8433 0.8284
5200 0.8338 0.8201 0.8487 0.8362
5300 0.8410 0.8243 0.8378 0.8172
5400 0.8434 0.8300 0.8473 0.8328
5500 0.8465 0.8307 0.8460 0.8313
5600 0.8455 0.8292 0.8497 0.8283
5700 0.8486 0.8357 0.8570 0.8328
5800 0.8456 0.8302 0.8504 0.8354
5900 0.8445 0.8272 0.8522 0.8406
6000 0.8464 0.8319 0.8537 0.8400
6100 0.8526 0.8387 0.8622 0.8502
6200 0.8484 0.8337 0.8567 0.8331
6300 0.8513 0.8377 0.8656 0.8439
6400 0.8470 0.8313 0.8589 0.8487
6500 0.8559 0.8429 0.8647 0.8435
6600 0.8518 0.8375 0.8613 0.8417
6700 0.8475 0.8308 0.8642 0.8520
6800 0.8510 0.8360 0.8598 0.8491
6900 0.8508 0.8368 0.8653 0.8534
7000 0.8537 0.8408 0.8577 0.8460
7100 0.8486 0.8335 0.8677 0.8571
7200 0.8486 0.8347 0.8697 0.8502
7300 0.8538 0.8436 0.8645 0.8429
7400 0.8556 0.8401 0.8760 0.8663
7500 0.8454 0.8303 0.8661 0.8549
7600 0.8534 0.8409 0.8719 0.8516
7700 0.8574 0.8449 0.8701 0.8594
7800 0.8582 0.8477 0.8745 0.8526
7900 0.8596 0.8478 0.8747 0.8658
8000 0.8497 0.8373 0.8792 0.8691
8100 0.8553 0.8436 0.8735 0.8530
8200 0.8518 0.8370 0.8630 0.8447
8300 0.8600 0.8499 0.8749 0.8585
8400 0.8572 0.8464 0.8712 0.8552
8500 0.8582 0.8472 0.8730 0.8610
8600 0.8473 0.8311 0.8795 0.8687
8700 0.8573 0.8455 0.8803 0.8721
8800 0.8542 0.8409 0.8820 0.8634
8900 0.8502 0.8387 0.8789 0.8688
9000 0.8582 0.8472 0.8767 0.8587
9100 0.8570 0.8433 0.8785 0.8687
9200 0.8549 0.8428 0.8780 0.8687
9300 0.8559 0.8453 0.8775 0.8698
9400 0.8592 0.8495 0.8769 0.8666
9500 0.8591 0.8501 0.8850 0.8760
9600 0.8541 0.8402 0.8871 0.8692
9700 0.8582 0.8461 0.8800 0.8701
9800 0.8541 0.8425 0.8812 0.8622
9900 0.8607 0.8505 0.8826 0.8746
