# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0372 0.0214 0.0883 0.0644
100 0.2245 0.1067 0.1726 0.0401
200 0.2410 0.1494 0.1477 0.0747
300 0.3133 0.2119 0.1676 0.0725
400 0.3523 0.2522 0.1525 0.0610
500 0.3244 0.2364 0.1546 0.1009
600 0.4298 0.3393 0.1922 0.1172
700 0.6653 0.6319 0.3764 0.2778
800 0.7382 0.7083 0.4538 0.3671
900 0.7501 0.7228 0.4561 0.3851
1000 0.7310 0.7016 0.5043 0.4357
1100 0.7985 0.7681 0.5924 0.5337
1200 0.7911 0.7647 0.6350 0.5723
1300 0.7963 0.7655 0.6028 0.5315
1400 0.8010 0.7762 0.6649 0.6055
1500 0.7992 0.7737 0.6916 0.6390
1600 0.8044 0.7800 0.6722 0.6250
1700 0.8004 0.7776 0.6997 0.6651
1800 0.8184 0.7953 0.7313 0.7004
1900 0.8251 0.8053 0.7258 0.6961
2000 0.7945 0.7767 0.6891 0.6447
2100 0.8036 0.7842 0.7172 0.6780
2200 0.8215 0.8019 0.7689 0.7346
2300 0.8280 0.8064 0.7642 0.7257
2400 0.8284 0.8108 0.7843 0.7450
2500 0.8272 0.8000 0.7883 0.7598
2600 0.8274 0.8106 0.8020 0.7758
2700 0.8402 0.8255 0.8071 0.7846
2800 0.8280 0.8120 0.8107 0.7793
2900 0.8403 0.8220 0.8194 0.7871
3000 0.8342 0.8200 0.8015 0.7728
3100 0.8227 0.8017 0.7956 0.7646
3200 0.8394 0.8217 0.8016 0.7673
3300 0.8449 0.8291 0.8391 0.8213
3400 0.8428 0.8271 0.8428 0.8191
3500 0.8462 0.8307 0.8400 0.8210
3600 0.8413 0.8229 0.8017 0.7750
3700 0.8449 0.8327 0.8365 0.8073
3800 0.8426 0.8260 0.8467 0.8194
3900 0.8487 0.8312 0.8331 0.7994
4000 0.8487 0.8362 0.8573 0.8423
4100 0.8418 0.8240 0.8488 0.8219
4200 0.8499 0.8359 0.8495 0.8326
4300 0.8480 0.8337 0.8272 0.8042
4400 0.8507 0.8374 0.8580 0.8330
4500 0.8556 0.8442 0.8608 0.8461
4600 0.8529 0.8374 0.8597 0.8362
4700 0.8487 0.8366 0.8678 0.8542
4800 0.8590 0.8450 0.8678 0.8493
4900 0.8530 0.8376 0.8629 0.8411
5000 0.8577 0.8462 0.8739 0.8509
5100 0.8536 0.8449 0.8807 0.8591
5200 0.8613 0.8488 0.8817 0.8685
5300 0.8597 0.8478 0.8779 0.8647
5400 0.8590 0.8492 0.8851 0.8627
5500 0.8586 0.8478 0.8789 0.8603
5600 0.8628 0.8524 0.8801 0.8594
5700 0.8627 0.8531 0.8754 0.8523
5800 0.8606 0.8484 0.8878 0.8757
5900 0.8570 0.8459 0.8776 0.8554
6000 0.8620 0.8508 0.8824 0.8647
6100 0.8605 0.8481 0.8865 0.8739
6200 0.8626 0.8504 0.8847 0.8740
6300 0.8581 0.8468 0.8872 0.8717
6400 0.8652 0.8550 0.8861 0.8640
6500 0.8637 0.8548 0.8589 0.8338
6600 0.8655 0.8543 0.8900 0.8790
6700 0.8659 0.8584 0.8906 0.8797
6800 0.8652 0.8559 0.8944 0.8789
6900 0.8653 0.8566 0.8955 0.8774
7000 0.8651 0.8531 0.8902 0.8696
7100 0.8614 0.8518 0.8919 0.8802
7200 0.8642 0.8571 0.8748 0.8614
7300 0.8579 0.8493 0.8908 0.8802
7400 0.8687 0.8577 0.8953 0.8841
7500 0.8581 0.8485 0.8963 0.8844
7600 0.8708 0.8640 0.8950 0.8847
7700 0.8658 0.8563 0.8961 0.8873
7800 0.8646 0.8532 0.9002 0.8911
7900 0.8691 0.8601 0.8988 0.8803
8000 0.8689 0.8592 0.8921 0.8831
8100 0.8667 0.8578 0.8995 0.8847
8200 0.8621 0.8501 0.9062 0.8887
