# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0485 0.0241 0.1242 0.0377
100 0.2448 0.1493 0.1983 0.0960
200 0.3648 0.2727 0.1727 0.1058
300 0.5181 0.4525 0.2474 0.1308
400 0.5798 0.5398 0.2849 0.1691
500 0.6856 0.6389 0.3569 0.2443
600 0.7106 0.6707 0.3693 0.2869
700 0.7219 0.6871 0.3861 0.3013
800 0.7439 0.7073 0.4353 0.3652
900 0.7539 0.7150 0.4687 0.3885
1000 0.7512 0.7187 0.4872 0.4066
1100 0.7638 0.7311 0.5182 0.4534
1200 0.7833 0.7527 0.5273 0.4678
1300 0.7827 0.7559 0.5495 0.4727
1400 0.7797 0.7519 0.5831 0.5194
1500 0.7795 0.7466 0.5825 0.5258
1600 0.7838 0.7611 0.5992 0.5506
1700 0.7917 0.7679 0.6311 0.5852
1800 0.7903 0.7642 0.6284 0.5825
1900 0.7869 0.7593 0.6229 0.5722
2000 0.8029 0.7762 0.6603 0.6103
2100 0.8048 0.7808 0.6784 0.6393
2200 0.8014 0.7818 0.6957 0.6484
2300 0.8088 0.7848 0.6875 0.6448
2400 0.8116 0.7873 0.7063 0.6599
2500 0.8133 0.7866 0.6956 0.6615
2600 0.8190 0.7966 0.7345 0.6900
2700 0.8165 0.7935 0.7343 0.7029
2800 0.8151 0.7927 0.7261 0.6895
2900 0.8191 0.7980 0.7366 0.6959
3000 0.8174 0.7926 0.7681 0.7344
3100 0.8272 0.8064 0.7515 0.7146
3200 0.8345 0.8168 0.7661 0.7442
3300 0.8265 0.8033 0.7771 0.7532
3400 0.8241 0.8015 0.7745 0.7473
3500 0.8284 0.8078 0.7650 0.7409
3600 0.8234 0.8052 0.7835 0.7614
3700 0.8287 0.8113 0.7871 0.7496
3800 0.8327 0.8133 0.7981 0.7674
3900 0.8387 0.8192 0.7983 0.7768
4000 0.8346 0.8174 0.8034 0.7710
4100 0.8413 0.8245 0.7988 0.7688
4200 0.8267 0.8052 0.8157 0.7905
4300 0.8399 0.8234 0.8171 0.7991
4400 0.8386 0.8202 0.8214 0.7953
4500 0.8392 0.8237 0.8238 0.7951
4600 0.8378 0.8202 0.8255 0.7983
4700 0.8439 0.8288 0.8274 0.8008
4800 0.8468 0.8317 0.8301 0.8047
4900 0.8485 0.8317 0.8244 0.8046
5000 0.8445 0.8295 0.8343 0.8170
5100 0.8432 0.8267 0.8333 0.8164
5200 0.8495 0.8325 0.8429 0.8177
5300 0.8500 0.8348 0.8343 0.8156
5400 0.8506 0.8364 0.8537 0.8289
5500 0.8385 0.8237 0.8364 0.8187
5600 0.8437 0.8280 0.8418 0.8185
5700 0.8448 0.8266 0.8561 0.8334
5800 0.8525 0.8397 0.8442 0.8177
5900 0.8511 0.8386 0.8577 0.8351
6000 0.8463 0.8308 0.8594 0.8362
6100 0.8560 0.8438 0.8553 0.8423
6200 0.8495 0.8352 0.8563 0.8358
6300 0.8472 0.8336 0.8488 0.8240
6400 0.8538 0.8392 0.8598 0.8386
6500 0.8500 0.8360 0.8593 0.8356
6600 0.8525 0.8397 0.8639 0.8515
6700 0.8538 0.8410 0.8614 0.8491
6800 0.8540 0.8400 0.8583 0.8426
6900 0.8534 0.8401 0.8613 0.8422
7000 0.8502 0.8364 0.8636 0.8529
7100 0.8565 0.8437 0.8704 0.8593
7200 0.8496 0.8345 0.8565 0.8363
7300 0.8537 0.8398 0.8711 0.8497
7400 0.8589 0.8436 0.8681 0.8559
7500 0.8599 0.8470 0.8719 0.8599
7600 0.8523 0.8442 0.8703 0.8480
7700 0.8610 0.8483 0.8761 0.8659
7800 0.8560 0.8422 0.8764 0.8567
7900 0.8590 0.8482 0.8705 0.8592
8000 0.8576 0.8467 0.8759 0.8553
8100 0.8559 0.8428 0.8725 0.8611
8200 0.8566 0.8414 0.8684 0.8506
8300 0.8585 0.8470 0.8660 0.8471
8400 0.8501 0.8357 0.8774 0.8669
8500 0.8565 0.8444 0.8760 0.8591
8600 0.8575 0.8418 0.8808 0.8610
8700 0.8492 0.8355 0.8790 0.8590
8800 0.8581 0.8455 0.8719 0.8510
8900 0.8565 0.8460 0.8787 0.8676
9000 0.8600 0.8493 0.8811 0.8711
9100 0.8637 0.8516 0.8799 0.8677
9200 0.8628 0.8500 0.8801 0.8608
9300 0.8622 0.8502 0.8715 0.8549
9400 0.8492 0.8392 0.8800 0.8689
9500 0.8682 0.8594 0.8787 0.8594
9600 0.8661 0.8562 0.8821 0.8714
9700 0.8587 0.8466 0.8793 0.8686
9800 0.8617 0.8509 0.8790 0.8597
9900 0.8594 0.8475 0.8786 0.8688
