# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0586 0.0218 0.0898 0.0348
100 0.2432 0.1300 0.1225 0.0638
200 0.1743 0.0948 0.1274 0.0767
300 0.2589 0.1539 0.0991 0.0517
400 0.2573 0.1858 0.1217 0.0502
500 0.1866 0.1005 0.0945 0.0485
600 0.4117 0.3376 0.1412 0.0996
700 0.4428 0.4010 0.1853 0.1534
800 0.7596 0.7232 0.5200 0.4559
900 0.7397 0.7168 0.5242 0.4665
1000 0.7357 0.7119 0.4729 0.4110
1100 0.7892 0.7573 0.5920 0.5444
1200 0.7797 0.7432 0.5332 0.4860
1300 0.7787 0.7499 0.5625 0.4974
1400 0.8028 0.7861 0.6740 0.6177
1500 0.8108 0.7857 0.6735 0.6230
1600 0.8087 0.7877 0.6754 0.6294
1700 0.8026 0.7815 0.6596 0.6284
1800 0.8199 0.7973 0.7161 0.6759
1900 0.8076 0.7851 0.7401 0.7140
2000 0.8134 0.7830 0.7304 0.6994
2100 0.7992 0.7825 0.6742 0.6177
2200 0.8278 0.8060 0.7611 0.7274
2300 0.7857 0.7750 0.6974 0.6585
2400 0.8205 0.8073 0.7782 0.7435
2500 0.8308 0.8125 0.7597 0.7280
2600 0.8295 0.8115 0.8013 0.7684
2700 0.8272 0.8096 0.7451 0.7168
2800 0.8357 0.8174 0.8082 0.7849
2900 0.8384 0.8250 0.8292 0.8108
3000 0.8378 0.8199 0.8185 0.7993
3100 0.8011 0.7914 0.6770 0.6360
3200 0.8371 0.8214 0.8256 0.8020
3300 0.8397 0.8281 0.8188 0.8001
3400 0.8476 0.8358 0.8224 0.8047
3500 0.8319 0.8189 0.8282 0.7985
3600 0.8422 0.8230 0.8461 0.8201
3700 0.8448 0.8314 0.8152 0.7925
3800 0.8427 0.8273 0.8299 0.8080
3900 0.8458 0.8351 0.8566 0.8323
4000 0.8506 0.8399 0.8485 0.8339
4100 0.8466 0.8392 0.8499 0.8269
4200 0.8516 0.8406 0.8546 0.8363
4300 0.8485 0.8367 0.8339 0.8175
4400 0.8471 0.8328 0.8440 0.8236
4500 0.8498 0.8377 0.8704 0.8499
4600 0.8521 0.8420 0.8604 0.8435
4700 0.8530 0.8363 0.8657 0.8544
4800 0.8553 0.8440 0.8672 0.8464
4900 0.8556 0.8459 0.8630 0.8421
5000 0.8572 0.8453 0.8715 0.8579
5100 0.8527 0.8426 0.8498 0.8311
5200 0.8599 0.8504 0.8806 0.8613
5300 0.8594 0.8476 0.8821 0.8719
5400 0.8603 0.8510 0.8748 0.8562
5500 0.8576 0.8444 0.8823 0.8639
5600 0.8562 0.8475 0.8673 0.8490
5700 0.8511 0.8431 0.8729 0.8567
5800 0.8592 0.8500 0.8709 0.8538
5900 0.8587 0.8448 0.8692 0.8578
6000 0.8559 0.8444 0.8801 0.8620
6100 0.8633 0.8531 0.8875 0.8694
6200 0.8588 0.8504 0.8741 0.8629
6300 0.8605 0.8513 0.8481 0.8242
6400 0.8588 0.8505 0.8694 0.8534
6500 0.8669 0.8594 0.8847 0.8662
6600 0.8631 0.8529 0.8719 0.8603
6700 0.8608 0.8547 0.8910 0.8824
6800 0.8676 0.8591 0.8938 0.8854
6900 0.8630 0.8560 0.8919 0.8749
7000 0.8631 0.8534 0.8804 0.8668
7100 0.8602 0.8497 0.8930 0.8841
7200 0.8655 0.8579 0.8837 0.8734
7300 0.8688 0.8606 0.8932 0.8853
7400 0.8717 0.8660 0.8924 0.8762
7500 0.8686 0.8627 0.8775 0.8588
7600 0.8677 0.8606 0.8921 0.8831
7700 0.8693 0.8622 0.8967 0.8875
7800 0.8686 0.8625 0.8816 0.8718
7900 0.8692 0.8627 0.8877 0.8715
8000 0.8723 0.8661 0.9000 0.8840
8100 0.8688 0.8619 0.8988 0.8847
8200 0.8662 0.8607 0.8957 0.8828
8300 0.8707 0.8645 0.9006 0.8849
8400 0.8712 0.8636 0.8942 0.8765
8500 0.8678 0.8593 0.8884 0.8789
8600 0.8731 0.8678 0.9005 0.8859
8700 0.8677 0.8615 0.8907 0.8746
8800 0.8581 0.8478 0.8815 0.8669
8900 0.8707 0.8650 0.8928 0.8788
9000 0.8639 0.8577 0.8979 0.8916
9100 0.8677 0.8613 0.8930 0.8755
9200 0.8739 0.8693 0.9006 0.8928
9300 0.8682 0.8615 0.9014 0.8954
9400 0.8700 0.8636 0.8991 0.8846
9500 0.8705 0.8643 0.9012 0.8944
9600 0.8694 0.8642 0.8890 0.8740
9700 0.8677 0.8582 0.8968 0.8894
9800 0.8758 0.8732 0.8968 0.8910
9900 0.8749 0.8704 0.8936 0.8862
10000 0.8735 0.8687 0.8973 0.8826
10100 0.8713 0.8672 0.9037 0.8981
10200 0.8741 0.8694 0.9033 0.8884
10300 0.8720 0.8672 0.9009 0.8952
10400 0.8721 0.8653 0.9071 0.9012
10500 0.8707 0.8621 0.8979 0.8826
10600 0.8769 0.8734 0.9040 0.8892
10700 0.8722 0.8670 0.9022 0.8887
10800 0.8730 0.8695 0.8934 0.8797
10900 0.8748 0.8699 0.9026 0.8869
11000 0.8717 0.8679 0.9041 0.8979
11100 0.8703 0.8680 0.9023 0.8872
11200 0.8742 0.8691 0.9019 0.8876
11300 0.8708 0.8660 0.9008 0.8856
11400 0.8771 0.8746 0.9000 0.8941
11500 0.8756 0.8713 0.8848 0.8712
11600 0.8713 0.8637 0.9020 0.8877
11700 0.8753 0.8674 0.9045 0.8982
11800 0.8748 0.8688 0.9039 0.8979
11900 0.8741 0.8674 0.9072 0.9003
