# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0315 0.0127 0.0539 0.0251
100 0.1982 0.1104 0.1536 0.0730
200 0.1483 0.0613 0.1384 0.0544
300 0.1692 0.0859 0.1348 0.0423
400 0.2633 0.1910 0.1385 0.0689
500 0.4200 0.3983 0.1909 0.1232
600 0.5984 0.5709 0.2984 0.1863
700 0.7139 0.6920 0.4348 0.3582
800 0.7622 0.7313 0.5179 0.4442
900 0.7606 0.7359 0.5245 0.4503
1000 0.7631 0.7373 0.5267 0.4421
1100 0.7780 0.7476 0.5786 0.5131
1200 0.7805 0.7542 0.5964 0.5447
1300 0.7752 0.7474 0.5473 0.4754
1400 0.7663 0.7415 0.6575 0.6020
1500 0.7869 0.7596 0.6222 0.5744
1600 0.7954 0.7688 0.6741 0.6261
1700 0.8126 0.7887 0.6996 0.6648
1800 0.8007 0.7819 0.7070 0.6734
1900 0.8138 0.7895 0.7232 0.6781
2000 0.8082 0.7864 0.7344 0.6975
2100 0.8145 0.7893 0.7538 0.7241
2200 0.8020 0.7725 0.7017 0.6582
2300 0.8185 0.7957 0.7573 0.7168
2400 0.8172 0.7905 0.7565 0.7173
2500 0.8177 0.7983 0.7710 0.7460
2600 0.8209 0.8002 0.7734 0.7479
2700 0.8325 0.8164 0.7835 0.7525
2800 0.8365 0.8184 0.7983 0.7656
2900 0.8247 0.8083 0.8007 0.7711
3000 0.8297 0.8136 0.7889 0.7534
3100 0.8348 0.8204 0.8043 0.7837
3200 0.8273 0.8110 0.8136 0.7809
3300 0.8346 0.8168 0.8089 0.7842
3400 0.8393 0.8206 0.8185 0.7900
3500 0.8302 0.8146 0.8082 0.7794
3600 0.8355 0.8237 0.7995 0.7718
3700 0.8424 0.8239 0.8352 0.8092
3800 0.8374 0.8217 0.8313 0.8071
3900 0.8428 0.8251 0.8437 0.8298
4000 0.8450 0.8303 0.8408 0.8126
4100 0.8481 0.8344 0.8188 0.7930
4200 0.8484 0.8334 0.8528 0.8394
4300 0.8409 0.8233 0.8472 0.8244
4400 0.8309 0.8194 0.8405 0.8152
4500 0.8484 0.8344 0.8536 0.8279
4600 0.8533 0.8409 0.8635 0.8505
4700 0.8461 0.8296 0.8399 0.8155
4800 0.8545 0.8411 0.8630 0.8446
4900 0.8467 0.8345 0.8582 0.8386
5000 0.8508 0.8388 0.8684 0.8572
5100 0.8518 0.8406 0.8638 0.8405
5200 0.8494 0.8347 0.8720 0.8619
5300 0.8571 0.8437 0.8716 0.8547
5400 0.8482 0.8339 0.8781 0.8688
5500 0.8577 0.8458 0.8730 0.8618
5600 0.8560 0.8443 0.8773 0.8677
5700 0.8510 0.8383 0.8657 0.8534
5800 0.8603 0.8508 0.8676 0.8507
5900 0.8486 0.8348 0.8735 0.8546
6000 0.8529 0.8398 0.8530 0.8337
6100 0.8578 0.8454 0.8814 0.8630
6200 0.8537 0.8405 0.8819 0.8741
6300 0.8564 0.8449 0.8801 0.8613
6400 0.8629 0.8536 0.8670 0.8495
6500 0.8577 0.8466 0.8850 0.8668
6600 0.8613 0.8521 0.8805 0.8637
6700 0.8614 0.8518 0.8802 0.8640
6800 0.8593 0.8500 0.8826 0.8674
6900 0.8545 0.8467 0.8661 0.8488
7000 0.8610 0.8512 0.8752 0.8578
7100 0.8631 0.8514 0.8818 0.8731
7200 0.8594 0.8504 0.8873 0.8679
7300 0.8592 0.8487 0.8878 0.8694
7400 0.8591 0.8490 0.8791 0.8643
7500 0.8633 0.8548 0.8659 0.8470
7600 0.8645 0.8543 0.8884 0.8721
7700 0.8627 0.8543 0.8889 0.8747
7800 0.8644 0.8555 0.8953 0.8879
7900 0.8665 0.8590 0.8921 0.8831
8000 0.8693 0.8620 0.8931 0.8859
8100 0.8592 0.8526 0.8879 0.8686
8200 0.8632 0.8549 0.8941 0.8863
8300 0.8655 0.8562 0.8867 0.8723
8400 0.8591 0.8494 0.8894 0.8729
8500 0.8614 0.8513 0.8799 0.8637
8600 0.8692 0.8611 0.8878 0.8783
8700 0.8646 0.8567 0.8928 0.8748
8800 0.8683 0.8604 0.8926 0.8849
8900 0.8680 0.8597 0.8942 0.8864
9000 0.8635 0.8553 0.8856 0.8664
9100 0.8678 0.8612 0.8957 0.8876
9200 0.8656 0.8595 0.8915 0.8829
