# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0428 0.0157 0.0761 0.0348
100 0.2546 0.1389 0.1485 0.0669
200 0.2412 0.1477 0.0982 0.0484
300 0.2376 0.1434 0.1193 0.0404
400 0.2270 0.1499 0.1290 0.0541
500 0.2458 0.1784 0.1000 0.0527
600 0.4981 0.4580 0.1969 0.1348
700 0.5786 0.5459 0.2264 0.1507
800 0.7186 0.6982 0.4924 0.4193
900 0.7560 0.7269 0.5330 0.4708
1000 0.7911 0.7640 0.5993 0.5433
1100 0.7867 0.7664 0.5929 0.5252
1200 0.7851 0.7589 0.6351 0.5726
1300 0.7878 0.7682 0.6482 0.6024
1400 0.8037 0.7772 0.6832 0.6413
1500 0.7511 0.7226 0.6809 0.6410
1600 0.7998 0.7770 0.6565 0.6113
1700 0.8128 0.7937 0.7170 0.6779
1800 0.8104 0.7847 0.6631 0.6270
1900 0.8160 0.7946 0.7360 0.6984
2000 0.8156 0.7956 0.7574 0.7288
2100 0.8153 0.7972 0.7636 0.7277
2200 0.8060 0.7842 0.7755 0.7468
2300 0.8226 0.8020 0.7704 0.7426
2400 0.8180 0.7984 0.7818 0.7453
2500 0.8355 0.8192 0.7484 0.7095
2600 0.8177 0.8020 0.8050 0.7814
2700 0.8264 0.8081 0.8137 0.7923
2800 0.8214 0.8050 0.7876 0.7606
2900 0.8376 0.8213 0.8223 0.7912
3000 0.8232 0.8058 0.8051 0.7740
3100 0.8436 0.8271 0.8242 0.8045
3200 0.8350 0.8211 0.8226 0.7938
3300 0.8441 0.8294 0.8257 0.8094
3400 0.8465 0.8325 0.8094 0.7857
3500 0.8372 0.8250 0.8346 0.8091
3600 0.8434 0.8292 0.8342 0.8062
3700 0.8437 0.8275 0.8532 0.8262
3800 0.8457 0.8326 0.8442 0.8267
3900 0.8424 0.8275 0.8440 0.8261
4000 0.8387 0.8282 0.8353 0.8140
4100 0.8553 0.8447 0.8617 0.8376
4200 0.8492 0.8356 0.8562 0.8403
4300 0.8522 0.8418 0.8583 0.8366
4400 0.8579 0.8471 0.8684 0.8541
4500 0.8452 0.8330 0.8600 0.8346
4600 0.8504 0.8364 0.8703 0.8490
4700 0.8546 0.8430 0.8614 0.8409
4800 0.8602 0.8517 0.8548 0.8291
4900 0.8566 0.8438 0.8741 0.8555
5000 0.8549 0.8429 0.8717 0.8529
5100 0.8558 0.8467 0.8801 0.8578
5200 0.8543 0.8427 0.8542 0.8325
5300 0.8605 0.8499 0.8695 0.8560
5400 0.8582 0.8432 0.8821 0.8711
5500 0.8595 0.8509 0.8578 0.8364
5600 0.8523 0.8389 0.8817 0.8708
5700 0.8608 0.8507 0.8834 0.8644
5800 0.8589 0.8501 0.8763 0.8585
5900 0.8629 0.8528 0.8893 0.8796
6000 0.8586 0.8465 0.8780 0.8676
6100 0.8597 0.8515 0.8797 0.8620
6200 0.8580 0.8464 0.8834 0.8664
6300 0.8563 0.8460 0.8825 0.8711
6400 0.8651 0.8580 0.8752 0.8562
6500 0.8646 0.8560 0.8947 0.8761
6600 0.8641 0.8554 0.8937 0.8729
6700 0.8657 0.8589 0.8915 0.8833
6800 0.8609 0.8519 0.8925 0.8730
6900 0.8627 0.8550 0.8864 0.8712
7000 0.8602 0.8503 0.8855 0.8710
7100 0.8667 0.8591 0.8899 0.8700
7200 0.8637 0.8562 0.8865 0.8699
7300 0.8664 0.8581 0.8971 0.8793
7400 0.8639 0.8549 0.8831 0.8723
7500 0.8685 0.8607 0.8906 0.8730
7600 0.8679 0.8611 0.9016 0.8836
7700 0.8740 0.8694 0.8895 0.8789
7800 0.8696 0.8640 0.8970 0.8795
7900 0.8671 0.8596 0.8997 0.8906
8000 0.8687 0.8624 0.8945 0.8848
8100 0.8717 0.8661 0.9010 0.8931
8200 0.8657 0.8587 0.8889 0.8789
8300 0.8580 0.8479 0.8965 0.8881
8400 0.8668 0.8584 0.8937 0.8851
8500 0.8732 0.8671 0.8985 0.8908
8600 0.8668 0.8581 0.8999 0.8831
8700 0.8727 0.8670 0.8970 0.8862
8800 0.8691 0.8633 0.8982 0.8848
