# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.0380 0.0225 0.1551 0.0517
100 0.2310 0.1197 0.1835 0.0728
200 0.3494 0.2541 0.1829 0.0871
300 0.5216 0.4470 0.2581 0.1591
400 0.5946 0.5564 0.2958 0.1683
500 0.6851 0.6471 0.3607 0.2509
600 0.7188 0.6853 0.3729 0.2635
700 0.7324 0.6923 0.4030 0.3234
800 0.7364 0.7051 0.4728 0.4094
900 0.7300 0.7034 0.4598 0.3833
1000 0.7606 0.7266 0.5042 0.4290
1100 0.7486 0.7171 0.4891 0.4295
1200 0.7758 0.7445 0.5583 0.4807
1300 0.7770 0.7484 0.5625 0.5132
1400 0.7771 0.7468 0.5887 0.5275
1500 0.7786 0.7468 0.5994 0.5316
1600 0.7856 0.7611 0.6288 0.5870
1700 0.8011 0.7777 0.6391 0.5792
1800 0.7929 0.7663 0.6340 0.5808
1900 0.8075 0.7861 0.6630 0.6273
2000 0.7948 0.7689 0.6506 0.6159
2100 0.8073 0.7865 0.6731 0.6394
2200 0.8021 0.7777 0.6920 0.6427
2300 0.8110 0.7886 0.6892 0.6456
2400 0.8131 0.7922 0.7129 0.6689
2500 0.8179 0.7944 0.7189 0.6880
2600 0.8121 0.7907 0.7409 0.6996
2700 0.8110 0.7892 0.7367 0.7074
2800 0.8195 0.8016 0.7365 0.7076
2900 0.8226 0.7983 0.7515 0.7112
3000 0.8196 0.7955 0.7670 0.7414
3100 0.8168 0.7991 0.7556 0.7204
3200 0.8270 0.8068 0.7812 0.7597
3300 0.8257 0.8074 0.7623 0.7338
3400 0.8245 0.8038 0.7686 0.7335
3500 0.8283 0.8108 0.7871 0.7664
3600 0.8251 0.8027 0.7876 0.7654
3700 0.8352 0.8171 0.7984 0.7775
3800 0.8305 0.8122 0.7903 0.7620
3900 0.8321 0.8176 0.8010 0.7711
4000 0.8340 0.8162 0.8110 0.7926
4100 0.8265 0.8132 0.8172 0.7894
4200 0.8153 0.7984 0.8129 0.7945
4300 0.8432 0.8284 0.8172 0.7912
4400 0.8275 0.8099 0.8240 0.8073
4500 0.8426 0.8275 0.8173 0.7932
4600 0.8416 0.8267 0.8313 0.8135
4700 0.8388 0.8236 0.8224 0.7981
4800 0.8426 0.8270 0.8347 0.8079
4900 0.8438 0.8276 0.8349 0.8191
5000 0.8459 0.8321 0.8344 0.8137
5100 0.8408 0.8253 0.8417 0.8155
5200 0.8506 0.8378 0.8463 0.8259
5300 0.8474 0.8334 0.8520 0.8294
5400 0.8438 0.8312 0.8554 0.8427
5500 0.8468 0.8333 0.8389 0.8142
5600 0.8450 0.8295 0.8515 0.8363
5700 0.8537 0.8441 0.8510 0.8388
5800 0.8482 0.8336 0.8419 0.8183
5900 0.8548 0.8435 0.8532 0.8374
6000 0.8469 0.8355 0.8544 0.8336
6100 0.8501 0.8377 0.8553 0.8431
6200 0.8487 0.8366 0.8606 0.8384
6300 0.8519 0.8395 0.8490 0.8359
6400 0.8480 0.8384 0.8599 0.8465
6500 0.8556 0.8453 0.8575 0.8440
6600 0.8482 0.8343 0.8679 0.8471
6700 0.8556 0.8425 0.8539 0.8347
6800 0.8573 0.8450 0.8679 0.8554
6900 0.8516 0.8392 0.8669 0.8450
7000 0.8575 0.8435 0.8579 0.8355
7100 0.8551 0.8454 0.8645 0.8435
7200 0.8529 0.8399 0.8683 0.8470
7300 0.8577 0.8460 0.8663 0.8549
7400 0.8610 0.8506 0.8676 0.8561
7500 0.8561 0.8426 0.8773 0.8673
7600 0.8469 0.8347 0.8678 0.8461
7700 0.8565 0.8462 0.8604 0.8395
7800 0.8562 0.8447 0.8692 0.8541
7900 0.8605 0.8504 0.8775 0.8591
8000 0.8563 0.8453 0.8791 0.8698
8100 0.8560 0.8434 0.8775 0.8610
8200 0.8565 0.8421 0.8814 0.8652
8300 0.8602 0.8482 0.8708 0.8547
8400 0.8589 0.8468 0.8716 0.8532
8500 0.8596 0.8494 0.8739 0.8577
8600 0.8553 0.8449 0.8776 0.8594
8700 0.8621 0.8518 0.8785 0.8588
8800 0.8509 0.8424 0.8755 0.8656
8900 0.8659 0.8578 0.8838 0.8671
9000 0.8506 0.8469 0.8769 0.8587
9100 0.8639 0.8548 0.8747 0.8578
9200 0.8652 0.8560 0.8721 0.8562
9300 0.8627 0.8544 0.8778 0.8633
9400 0.8624 0.8520 0.8803 0.8622
9500 0.8524 0.8471 0.8810 0.8625
9600 0.8584 0.8466 0.8758 0.8612
9700 0.8608 0.8507 0.8816 0.8632
9800 0.8596 0.8504 0.8810 0.8706
9900 0.8631 0.8556 0.8845 0.8761
