# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.7878 0.7724 0.6527 0.5979
2 0.8350 0.8202 0.7790 0.7438
3 0.8408 0.8283 0.8203 0.7980
4 0.8551 0.8493 0.8398 0.8193
5 0.8614 0.8514 0.8392 0.8172
6 0.8632 0.8548 0.8417 0.8212
7 0.8727 0.8663 0.8524 0.8396
8 0.8685 0.8651 0.8509 0.8348
9 0.8763 0.8716 0.8666 0.8470
10 0.8800 0.8786 0.8690 0.8557
11 0.8786 0.8755 0.8686 0.8456
12 0.8813 0.8784 0.8769 0.8644
13 0.8821 0.8815 0.8764 0.8670
14 0.8852 0.8851 0.8777 0.8661
15 0.8861 0.8864 0.8783 0.8592
16 0.8859 0.8882 0.8767 0.8584
17 0.8820 0.8821 0.8784 0.8581
18 0.8908 0.8921 0.8807 0.8659
19 0.8906 0.8929 0.8857 0.8749
20 0.8896 0.8900 0.8852 0.8733
21 0.8909 0.8890 0.8792 0.8583
22 0.8902 0.8913 0.8824 0.8713
23 0.8867 0.8846 0.8787 0.8634
24 0.8932 0.8962 0.8859 0.8670
25 0.8925 0.8949 0.8846 0.8664
26 0.8900 0.8915 0.8798 0.8621
27 0.8910 0.8908 0.8856 0.8750
28 0.8906 0.8946 0.8865 0.8693
29 0.8899 0.8921 0.8892 0.8791
30 0.8951 0.8995 0.8792 0.8636
31 0.8936 0.8954 0.8788 0.8593
32 0.8858 0.8865 0.8814 0.8651
33 0.8916 0.8931 0.8922 0.8826
34 0.8957 0.8993 0.8867 0.8690
35 0.8930 0.8948 0.8870 0.8680
36 0.8951 0.8986 0.8873 0.8769
37 0.8935 0.8971 0.8886 0.8802
38 0.8973 0.9002 0.8817 0.8618
39 0.8908 0.8955 0.8864 0.8715
40 0.8887 0.8916 0.8899 0.8718
41 0.8948 0.8979 0.8850 0.8730
42 0.8922 0.8925 0.8846 0.8661
43 0.8899 0.8921 0.8873 0.8785
44 0.8944 0.8988 0.8960 0.8874
45 0.8927 0.8960 0.8935 0.8828
46 0.8925 0.8965 0.8899 0.8723
47 0.8941 0.8960 0.8844 0.8780
48 0.8915 0.8952 0.8920 0.8827
49 0.8948 0.8979 0.8930 0.8830
50 0.8955 0.8992 0.8848 0.8713
51 0.8935 0.8974 0.8915 0.8742
52 0.8969 0.9022 0.8876 0.8767
53 0.8880 0.8924 0.8875 0.8738
54 0.8972 0.9031 0.8929 0.8835
55 0.8910 0.8931 0.8794 0.8575
56 0.8998 0.9032 0.8930 0.8834
57 0.8940 0.8966 0.8926 0.8730
58 0.8947 0.8963 0.8899 0.8783
59 0.8995 0.9024 0.8906 0.8795
60 0.8901 0.8920 0.8939 0.8753
61 0.8916 0.8973 0.8987 0.8892
62 0.8959 0.9005 0.8900 0.8731
63 0.8963 0.9004 0.8956 0.8867
64 0.8973 0.9009 0.8939 0.8757
65 0.8945 0.8936 0.8875 0.8789
66 0.8918 0.8962 0.8910 0.8806
67 0.8969 0.9020 0.8973 0.8883
68 0.8975 0.9026 0.8932 0.8756
69 0.8973 0.9007 0.8831 0.8742
70 0.8970 0.9008 0.8923 0.8837
71 0.8951 0.8991 0.8937 0.8828
72 0.8926 0.8963 0.8913 0.8824
73 0.8960 0.9005 0.8937 0.8839
74 0.8873 0.8874 0.8887 0.8811
75 0.8958 0.9002 0.8923 0.8806
76 0.8931 0.8940 0.8900 0.8690
77 0.8940 0.8969 0.8945 0.8834
78 0.8968 0.9016 0.8875 0.8738
79 0.8947 0.9001 0.8964 0.8867
80 0.8886 0.8928 0.8931 0.8831
81 0.8912 0.8959 0.8882 0.8740
82 0.8883 0.8896 0.8914 0.8812
83 0.8938 0.8969 0.8910 0.8752
84 0.8967 0.9010 0.8863 0.8770
85 0.8956 0.8997 0.8938 0.8836
86 0.8973 0.9016 0.8953 0.8855
87 0.8960 0.8984 0.8953 0.8800
88 0.8977 0.9009 0.8872 0.8666
89 0.8953 0.8977 0.8957 0.8860
90 0.8975 0.9017 0.8858 0.8651
91 0.8957 0.8994 0.8896 0.8796
92 0.8944 0.8984 0.8912 0.8822
93 0.8981 0.9024 0.8926 0.8826
94 0.8940 0.8979 0.8928 0.8744
95 0.8976 0.9019 0.8996 0.8855
96 0.8907 0.8950 0.8949 0.8770
97 0.8900 0.8922 0.8910 0.8720
98 0.8943 0.8976 0.8933 0.8826
99 0.8960 0.8999 0.8862 0.8684
