# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.8082 0.7863 0.6179 0.5788
2 0.8285 0.8150 0.7801 0.7551
3 0.8468 0.8350 0.8149 0.7802
4 0.8565 0.8458 0.8321 0.8002
5 0.8591 0.8472 0.8377 0.8196
6 0.8670 0.8601 0.8447 0.8177
7 0.8657 0.8583 0.8590 0.8426
8 0.8727 0.8659 0.8623 0.8454
9 0.8674 0.8614 0.8628 0.8474
10 0.8747 0.8730 0.8679 0.8558
11 0.8797 0.8771 0.8616 0.8423
12 0.8810 0.8766 0.8760 0.8630
13 0.8801 0.8757 0.8694 0.8578
14 0.8811 0.8809 0.8748 0.8625
15 0.8858 0.8859 0.8774 0.8538
16 0.8817 0.8802 0.8770 0.8674
17 0.8815 0.8786 0.8821 0.8649
18 0.8868 0.8880 0.8770 0.8632
19 0.8851 0.8851 0.8801 0.8590
20 0.8863 0.8866 0.8838 0.8722
21 0.8902 0.8912 0.8830 0.8650
22 0.8902 0.8907 0.8739 0.8562
23 0.8913 0.8930 0.8736 0.8546
24 0.8855 0.8834 0.8834 0.8624
25 0.8903 0.8919 0.8875 0.8681
26 0.8887 0.8898 0.8840 0.8711
27 0.8910 0.8918 0.8787 0.8586
28 0.8939 0.8956 0.8800 0.8640
29 0.8931 0.8943 0.8820 0.8658
30 0.8901 0.8921 0.8791 0.8602
31 0.8850 0.8857 0.8908 0.8787
32 0.8915 0.8890 0.8888 0.8680
33 0.8902 0.8888 0.8866 0.8778
34 0.8921 0.8955 0.8859 0.8746
35 0.8940 0.8975 0.8888 0.8685
36 0.8901 0.8920 0.8888 0.8780
37 0.8904 0.8931 0.8909 0.8692
38 0.8924 0.8926 0.8816 0.8733
39 0.8886 0.8896 0.8884 0.8778
40 0.8941 0.8972 0.8770 0.8637
41 0.8934 0.8967 0.8807 0.8702
42 0.8924 0.8927 0.8841 0.8710
43 0.8943 0.8976 0.8858 0.8628
44 0.8903 0.8928 0.8895 0.8690
45 0.8966 0.9004 0.8947 0.8736
46 0.8926 0.8941 0.8859 0.8749
47 0.8941 0.8968 0.8932 0.8736
48 0.8920 0.8935 0.8848 0.8681
49 0.8939 0.8993 0.8902 0.8715
50 0.8947 0.8974 0.8854 0.8656
51 0.8943 0.8966 0.8813 0.8638
52 0.8947 0.8981 0.8933 0.8831
53 0.8883 0.8933 0.8945 0.8841
54 0.8952 0.8990 0.8888 0.8680
55 0.8953 0.8973 0.9008 0.8816
56 0.8936 0.8967 0.8935 0.8744
57 0.8965 0.8982 0.8904 0.8697
58 0.8941 0.8975 0.8921 0.8811
59 0.8925 0.8921 0.8879 0.8697
60 0.8959 0.9006 0.8911 0.8789
61 0.8958 0.8995 0.8865 0.8651
62 0.8932 0.8971 0.8913 0.8812
63 0.8938 0.8958 0.8979 0.8888
64 0.8965 0.8993 0.8936 0.8838
65 0.8922 0.8937 0.8860 0.8654
66 0.8942 0.8967 0.8850 0.8744
67 0.8905 0.8897 0.8979 0.8892
68 0.8926 0.8959 0.8959 0.8865
69 0.8974 0.9002 0.9003 0.8804
70 0.8894 0.8921 0.8928 0.8825
71 0.8857 0.8847 0.8897 0.8692
72 0.8942 0.8974 0.8875 0.8697
73 0.8904 0.8923 0.8947 0.8854
74 0.8947 0.8981 0.8945 0.8761
75 0.8968 0.9008 0.8924 0.8830
76 0.8987 0.9029 0.8841 0.8677
77 0.8911 0.8930 0.8948 0.8864
78 0.8936 0.8951 0.8928 0.8825
79 0.8891 0.8896 0.8923 0.8742
80 0.8895 0.8913 0.8863 0.8702
81 0.8944 0.8979 0.8948 0.8768
82 0.8914 0.8930 0.8941 0.8736
83 0.8942 0.8968 0.8944 0.8822
84 0.8896 0.8931 0.8957 0.8860
85 0.8925 0.8942 0.8959 0.8849
86 0.8948 0.8958 0.8945 0.8843
87 0.8908 0.8947 0.8879 0.8709
88 0.8928 0.8967 0.8929 0.8771
89 0.8920 0.8956 0.8934 0.8718
90 0.8949 0.8978 0.8902 0.8734
91 0.8940 0.8976 0.8976 0.8889
92 0.8903 0.8933 0.8925 0.8837
93 0.8904 0.8914 0.8911 0.8712
94 0.8948 0.8979 0.8867 0.8655
95 0.8915 0.8924 0.8916 0.8755
96 0.8974 0.9012 0.8944 0.8823
97 0.8953 0.8974 0.8984 0.8875
98 0.8914 0.8942 0.8938 0.8753
99 0.8943 0.8957 0.8911 0.8781
