# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.8145 0.7938 0.6817 0.6226
2 0.8410 0.8277 0.7777 0.7401
3 0.8377 0.8280 0.8094 0.7775
4 0.8528 0.8438 0.8247 0.7991
5 0.8530 0.8427 0.8336 0.8069
6 0.8596 0.8489 0.8566 0.8432
7 0.8670 0.8586 0.8368 0.8244
8 0.8737 0.8715 0.8557 0.8313
9 0.8686 0.8654 0.8604 0.8473
10 0.8701 0.8646 0.8655 0.8549
11 0.8771 0.8756 0.8649 0.8443
12 0.8781 0.8762 0.8666 0.8584
13 0.8794 0.8771 0.8672 0.8448
14 0.8821 0.8790 0.8711 0.8512
15 0.8829 0.8839 0.8697 0.8460
16 0.8836 0.8827 0.8758 0.8603
17 0.8851 0.8842 0.8776 0.8652
18 0.8734 0.8751 0.8647 0.8454
19 0.8781 0.8750 0.8709 0.8483
20 0.8897 0.8911 0.8821 0.8708
21 0.8881 0.8903 0.8718 0.8570
22 0.8887 0.8878 0.8842 0.8745
23 0.8863 0.8845 0.8831 0.8635
24 0.8867 0.8853 0.8725 0.8591
25 0.8843 0.8845 0.8795 0.8595
26 0.8791 0.8764 0.8838 0.8736
27 0.8906 0.8930 0.8769 0.8546
28 0.8909 0.8911 0.8753 0.8579
29 0.8892 0.8912 0.8803 0.8586
30 0.8913 0.8924 0.8702 0.8549
31 0.8884 0.8902 0.8852 0.8771
32 0.8880 0.8885 0.8784 0.8611
33 0.8879 0.8879 0.8801 0.8609
34 0.8916 0.8955 0.8819 0.8631
35 0.8910 0.8908 0.8822 0.8634
36 0.8910 0.8921 0.8825 0.8658
37 0.8887 0.8901 0.8831 0.8674
38 0.8900 0.8905 0.8776 0.8591
39 0.8946 0.8964 0.8899 0.8712
40 0.8937 0.8950 0.8836 0.8667
41 0.8952 0.8970 0.8904 0.8809
42 0.8907 0.8922 0.8852 0.8675
43 0.8912 0.8939 0.8882 0.8804
44 0.8906 0.8923 0.8895 0.8804
45 0.8917 0.8922 0.8794 0.8635
46 0.8914 0.8949 0.8877 0.8687
47 0.8863 0.8826 0.8859 0.8747
48 0.8869 0.8882 0.8806 0.8690
49 0.8873 0.8886 0.8827 0.8696
50 0.8932 0.8963 0.8863 0.8774
51 0.8834 0.8892 0.8838 0.8683
52 0.8914 0.8949 0.8878 0.8795
53 0.8881 0.8873 0.8821 0.8656
54 0.8926 0.8946 0.8843 0.8656
55 0.8933 0.8946 0.8839 0.8636
56 0.8928 0.8921 0.8794 0.8638
57 0.8920 0.8931 0.8828 0.8748
58 0.8929 0.8964 0.8881 0.8795
59 0.8959 0.8979 0.8868 0.8681
60 0.8916 0.8912 0.8813 0.8653
61 0.8906 0.8909 0.8912 0.8816
62 0.8945 0.8972 0.8882 0.8689
63 0.8896 0.8880 0.8891 0.8796
64 0.8945 0.8976 0.8842 0.8740
65 0.8941 0.8953 0.8857 0.8757
66 0.8963 0.8993 0.8862 0.8773
67 0.8914 0.8939 0.8839 0.8678
68 0.8945 0.8978 0.8896 0.8831
69 0.8932 0.8959 0.8876 0.8783
70 0.8930 0.8966 0.8885 0.8794
71 0.8942 0.8982 0.8839 0.8696
72 0.8908 0.8893 0.8865 0.8671
73 0.8946 0.8975 0.8894 0.8798
74 0.8952 0.9002 0.8885 0.8790
75 0.8910 0.8931 0.8793 0.8752
76 0.8967 0.9009 0.8893 0.8809
77 0.8960 0.8987 0.8844 0.8623
78 0.8915 0.8952 0.8908 0.8735
79 0.8936 0.8977 0.8886 0.8706
80 0.8941 0.8987 0.8947 0.8864
81 0.8958 0.8988 0.8871 0.8715
82 0.8904 0.8955 0.8837 0.8767
83 0.8928 0.8957 0.8927 0.8755
84 0.8932 0.8969 0.8847 0.8757
85 0.8858 0.8815 0.8863 0.8759
86 0.8835 0.8857 0.8888 0.8791
87 0.8900 0.8911 0.8904 0.8722
88 0.8866 0.8850 0.8889 0.8741
89 0.8964 0.9005 0.8925 0.8837
90 0.8926 0.8941 0.8927 0.8758
91 0.8952 0.8990 0.8807 0.8645
92 0.8906 0.8922 0.8825 0.8671
93 0.8936 0.8973 0.8815 0.8668
94 0.8922 0.8952 0.8882 0.8696
95 0.8914 0.8943 0.8848 0.8665
96 0.8919 0.8928 0.8919 0.8751
97 0.8934 0.8963 0.8891 0.8728
98 0.8913 0.8932 0.8922 0.8834
99 0.8913 0.8953 0.8892 0.8800
