# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.7101 0.6956 0.5339 0.5078
2 0.8345 0.8132 0.7804 0.7527
3 0.8540 0.8411 0.8086 0.7820
4 0.8517 0.8404 0.8212 0.7904
5 0.8588 0.8428 0.8440 0.8203
6 0.8542 0.8431 0.8472 0.8291
7 0.8602 0.8508 0.8562 0.8398
8 0.8686 0.8624 0.8529 0.8357
9 0.8734 0.8611 0.8638 0.8373
10 0.8753 0.8698 0.8635 0.8494
11 0.8734 0.8680 0.8648 0.8531
12 0.8800 0.8757 0.8641 0.8487
13 0.8789 0.8760 0.8723 0.8517
14 0.8790 0.8733 0.8670 0.8530
15 0.8764 0.8690 0.8695 0.8520
16 0.8724 0.8723 0.8696 0.8562
17 0.8829 0.8827 0.8799 0.8578
18 0.8856 0.8858 0.8681 0.8505
19 0.8887 0.8891 0.8851 0.8740
20 0.8849 0.8874 0.8773 0.8672
21 0.8819 0.8831 0.8699 0.8534
22 0.8912 0.8920 0.8810 0.8687
23 0.8858 0.8876 0.8821 0.8713
24 0.8891 0.8906 0.8825 0.8601
25 0.8871 0.8880 0.8756 0.8605
26 0.8910 0.8917 0.8917 0.8722
27 0.8905 0.8909 0.8883 0.8679
28 0.8878 0.8882 0.8752 0.8577
29 0.8911 0.8917 0.8812 0.8584
30 0.8869 0.8865 0.8839 0.8681
31 0.8920 0.8934 0.8804 0.8605
32 0.8857 0.8886 0.8882 0.8781
33 0.8904 0.8897 0.8787 0.8657
34 0.8911 0.8905 0.8866 0.8658
35 0.8951 0.8954 0.8879 0.8674
36 0.8858 0.8842 0.8850 0.8678
37 0.8918 0.8939 0.8884 0.8677
38 0.8938 0.8951 0.8889 0.8774
39 0.8856 0.8838 0.8840 0.8627
40 0.8935 0.8944 0.8831 0.8721
41 0.8921 0.8927 0.8887 0.8769
42 0.8913 0.8932 0.8852 0.8736
43 0.8957 0.8979 0.8913 0.8726
44 0.8887 0.8905 0.8938 0.8828
45 0.8944 0.8959 0.8861 0.8653
46 0.8925 0.8965 0.8907 0.8688
47 0.8910 0.8927 0.8854 0.8749
48 0.8954 0.8971 0.8862 0.8659
49 0.8901 0.8911 0.8926 0.8724
50 0.8931 0.8947 0.8848 0.8736
51 0.8922 0.8917 0.8796 0.8626
52 0.8891 0.8886 0.8813 0.8729
53 0.8933 0.8945 0.8847 0.8690
54 0.8940 0.8951 0.8922 0.8822
55 0.8933 0.8946 0.8823 0.8697
56 0.8945 0.8965 0.8862 0.8731
57 0.8939 0.8961 0.8909 0.8796
58 0.8922 0.8947 0.8875 0.8664
59 0.8938 0.8970 0.8865 0.8653
60 0.8929 0.8961 0.8783 0.8684
61 0.8940 0.8963 0.8840 0.8717
62 0.8910 0.8939 0.8884 0.8766
63 0.8937 0.8943 0.8880 0.8767
64 0.8934 0.8946 0.8900 0.8798
65 0.8887 0.8916 0.8783 0.8710
66 0.8926 0.8951 0.8832 0.8717
67 0.8904 0.8921 0.8929 0.8824
68 0.8954 0.8979 0.8938 0.8742
69 0.8919 0.8927 0.8896 0.8690
70 0.8926 0.8924 0.8842 0.8673
71 0.8944 0.8978 0.8938 0.8844
72 0.8937 0.8940 0.8847 0.8727
73 0.8930 0.8928 0.8883 0.8767
74 0.8920 0.8941 0.8902 0.8793
75 0.8907 0.8919 0.8868 0.8744
76 0.8946 0.8976 0.8799 0.8578
77 0.8949 0.8992 0.8886 0.8787
78 0.8948 0.8960 0.8971 0.8761
79 0.8954 0.8976 0.8810 0.8716
80 0.8947 0.8948 0.8850 0.8709
81 0.8891 0.8904 0.8914 0.8833
82 0.8942 0.8968 0.8868 0.8760
83 0.8953 0.8975 0.8882 0.8760
84 0.8948 0.8981 0.8931 0.8767
85 0.8942 0.8973 0.8930 0.8830
86 0.8951 0.8970 0.8916 0.8713
87 0.8918 0.8923 0.8876 0.8779
88 0.8914 0.8951 0.8872 0.8783
89 0.8900 0.8925 0.8921 0.8698
90 0.8964 0.9001 0.8904 0.8814
91 0.8909 0.8931 0.8854 0.8748
92 0.8934 0.8934 0.8927 0.8831
93 0.8944 0.8970 0.8896 0.8695
94 0.8915 0.8937 0.8934 0.8821
95 0.8916 0.8933 0.8905 0.8806
96 0.8972 0.9010 0.8920 0.8718
97 0.8959 0.8988 0.8891 0.8823
98 0.8967 0.9000 0.8953 0.8856
99 0.8955 0.8993 0.8940 0.8747
