# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.6741 0.6475 0.4983 0.4559
2 0.8377 0.8232 0.7678 0.7363
3 0.8528 0.8418 0.8126 0.7812
4 0.8546 0.8422 0.8259 0.7958
5 0.8625 0.8504 0.8335 0.8166
6 0.8578 0.8529 0.8520 0.8385
7 0.8618 0.8562 0.8538 0.8281
8 0.8707 0.8696 0.8547 0.8285
9 0.8721 0.8720 0.8662 0.8440
10 0.8678 0.8624 0.8501 0.8346
11 0.8777 0.8769 0.8674 0.8483
12 0.8785 0.8784 0.8626 0.8483
13 0.8816 0.8797 0.8683 0.8518
14 0.8828 0.8822 0.8715 0.8583
15 0.8807 0.8808 0.8762 0.8541
16 0.8863 0.8894 0.8753 0.8539
17 0.8844 0.8860 0.8821 0.8621
18 0.8823 0.8838 0.8802 0.8606
19 0.8850 0.8858 0.8648 0.8470
20 0.8803 0.8733 0.8762 0.8655
21 0.8869 0.8862 0.8803 0.8692
22 0.8825 0.8784 0.8800 0.8588
23 0.8822 0.8823 0.8810 0.8680
24 0.8861 0.8912 0.8783 0.8658
25 0.8906 0.8937 0.8838 0.8656
26 0.8912 0.8925 0.8841 0.8741
27 0.8857 0.8878 0.8768 0.8648
28 0.8875 0.8881 0.8846 0.8720
29 0.8924 0.8954 0.8894 0.8700
30 0.8903 0.8926 0.8743 0.8558
31 0.8901 0.8952 0.8768 0.8555
32 0.8905 0.8902 0.8807 0.8582
33 0.8879 0.8896 0.8824 0.8692
34 0.8880 0.8892 0.8834 0.8707
35 0.8913 0.8926 0.8843 0.8725
36 0.8905 0.8932 0.8882 0.8766
37 0.8922 0.8949 0.8847 0.8740
38 0.8898 0.8909 0.8836 0.8734
39 0.8907 0.8916 0.8910 0.8708
40 0.8946 0.8990 0.8903 0.8794
41 0.8926 0.8951 0.8836 0.8681
42 0.8813 0.8729 0.8852 0.8679
43 0.8927 0.8948 0.8794 0.8692
44 0.8908 0.8921 0.8921 0.8737
45 0.8916 0.8922 0.8821 0.8738
46 0.8946 0.8973 0.8926 0.8837
47 0.8888 0.8896 0.8896 0.8696
48 0.8961 0.9011 0.8847 0.8744
49 0.8881 0.8899 0.8871 0.8707
50 0.8902 0.8921 0.8819 0.8631
51 0.8901 0.8901 0.8801 0.8676
52 0.8928 0.8959 0.8912 0.8788
53 0.8921 0.8961 0.8889 0.8780
54 0.8943 0.8977 0.8794 0.8710
55 0.8917 0.8943 0.8922 0.8726
56 0.8947 0.8968 0.8896 0.8807
57 0.8941 0.8950 0.8897 0.8707
58 0.8945 0.9002 0.8898 0.8725
59 0.8956 0.8997 0.8820 0.8675
60 0.8947 0.8980 0.8892 0.8794
61 0.8965 0.9015 0.8846 0.8760
62 0.8921 0.8960 0.8917 0.8817
63 0.8927 0.8969 0.8919 0.8824
64 0.8952 0.8984 0.8888 0.8770
65 0.8954 0.8989 0.8924 0.8836
66 0.8934 0.8978 0.8962 0.8788
67 0.8930 0.8956 0.8887 0.8679
68 0.8879 0.8906 0.8896 0.8763
69 0.8943 0.8970 0.8909 0.8806
70 0.8932 0.8955 0.8945 0.8845
71 0.8918 0.8945 0.8893 0.8723
72 0.8912 0.8909 0.8892 0.8784
73 0.8889 0.8924 0.8884 0.8691
74 0.8962 0.9012 0.8947 0.8774
75 0.8934 0.8931 0.8895 0.8786
76 0.8910 0.8944 0.8858 0.8760
77 0.8913 0.8947 0.8875 0.8808
78 0.8974 0.9026 0.8974 0.8795
79 0.8962 0.8987 0.8854 0.8651
80 0.8933 0.8979 0.8902 0.8738
81 0.8902 0.8955 0.8879 0.8780
82 0.8951 0.8976 0.8946 0.8723
83 0.8941 0.8981 0.8957 0.8813
84 0.8947 0.8988 0.8859 0.8767
85 0.8958 0.9005 0.8953 0.8760
86 0.8922 0.8963 0.8928 0.8725
87 0.8970 0.9005 0.8883 0.8699
88 0.8931 0.8925 0.8961 0.8871
89 0.8928 0.8928 0.8976 0.8881
90 0.8945 0.8965 0.8975 0.8787
91 0.8926 0.8973 0.8955 0.8806
92 0.8967 0.9005 0.8906 0.8811
93 0.8955 0.8981 0.8932 0.8776
94 0.8943 0.8987 0.8951 0.8784
95 0.8969 0.9021 0.8924 0.8732
96 0.8955 0.8986 0.8963 0.8877
97 0.8963 0.8998 0.8937 0.8832
98 0.8992 0.9039 0.8911 0.8800
99 0.8955 0.9005 0.8898 0.8705
