# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.5444 0.4891 0.1358 0.1024
2 0.4613 0.3865 0.1301 0.1009
3 0.7462 0.6710 0.1510 0.1237
4 0.7862 0.7055 0.3115 0.2986
5 0.8115 0.7394 0.3718 0.3626
6 0.8820 0.7834 0.5933 0.5937
7 0.9397 0.8213 0.6079 0.6134
8 0.9518 0.8403 0.6206 0.6275
9 0.9423 0.8248 0.7018 0.7055
10 0.9575 0.8388 0.7310 0.7330
11 0.9581 0.8542 0.7570 0.7560
12 0.9486 0.8635 0.7836 0.7846
13 0.9556 0.8368 0.7805 0.7777
14 0.9556 0.8595 0.7957 0.7975
15 0.9613 0.8822 0.7684 0.7692
16 0.9537 0.8569 0.7836 0.7807
17 0.9588 0.8647 0.8033 0.8024
18 0.9600 0.8619 0.7963 0.7945
19 0.9575 0.8322 0.8090 0.8081
20 0.9575 0.8597 0.7944 0.7912
21 0.9581 0.8421 0.7779 0.7759
22 0.9543 0.8317 0.8128 0.8153
23 0.9619 0.8608 0.8242 0.8227
24 0.9619 0.8603 0.8128 0.8103
25 0.9594 0.8383 0.8122 0.8122
26 0.9575 0.8229 0.8319 0.8314
27 0.9588 0.8367 0.7982 0.7968
28 0.9638 0.8485 0.8109 0.8110
29 0.9524 0.7828 0.8395 0.8396
30 0.9638 0.8497 0.8141 0.8144
31 0.9619 0.8586 0.8382 0.8362
32 0.9638 0.8477 0.8249 0.8242
33 0.9594 0.8349 0.8407 0.8416
34 0.9638 0.8624 0.8363 0.8346
35 0.9251 0.7725 0.8293 0.8273
36 0.9619 0.8407 0.8058 0.8036
37 0.9626 0.8460 0.8261 0.8244
38 0.9651 0.8774 0.8090 0.8095
39 0.9473 0.8287 0.8217 0.8212
40 0.9626 0.8337 0.8249 0.8237
41 0.9626 0.8525 0.8293 0.8287
42 0.9638 0.8432 0.8293 0.8294
43 0.9581 0.8189 0.8382 0.8374
44 0.9670 0.8623 0.8344 0.8334
45 0.9657 0.8473 0.8217 0.8210
46 0.9657 0.8489 0.8509 0.8513
47 0.9524 0.8238 0.7868 0.7872
48 0.9651 0.8382 0.7976 0.7989
49 0.9645 0.8523 0.8433 0.8436
50 0.9632 0.8552 0.8382 0.8364
51 0.9632 0.8383 0.8464 0.8457
52 0.9721 0.8617 0.8445 0.8456
53 0.9689 0.8633 0.8306 0.8299
54 0.9695 0.8678 0.8382 0.8361
55 0.9657 0.8447 0.8350 0.8324
56 0.9562 0.7986 0.8509 0.8489
57 0.9626 0.8173 0.8376 0.8378
58 0.9594 0.8005 0.8496 0.8493
59 0.9651 0.8301 0.8420 0.8406
60 0.9657 0.8696 0.8433 0.8422
61 0.9651 0.8540 0.8325 0.8298
62 0.9695 0.8548 0.8509 0.8525
63 0.9657 0.8438 0.8338 0.8337
64 0.9708 0.8710 0.8249 0.8244
65 0.9600 0.8044 0.8395 0.8381
66 0.9632 0.8543 0.8401 0.8390
67 0.9695 0.8686 0.8515 0.8496
68 0.9664 0.8703 0.8299 0.8288
69 0.9645 0.8302 0.8496 0.8476
70 0.9588 0.7850 0.8242 0.8235
71 0.9683 0.8651 0.8420 0.8400
72 0.9670 0.8686 0.8426 0.8426
73 0.9683 0.8569 0.8401 0.8388
74 0.9689 0.8578 0.8464 0.8457
75 0.9664 0.8513 0.8376 0.8370
76 0.9626 0.8502 0.8458 0.8451
77 0.9569 0.7723 0.8166 0.8169
78 0.9645 0.8208 0.8458 0.8451
79 0.9702 0.8707 0.8484 0.8485
80 0.9683 0.8571 0.8553 0.8559
81 0.9657 0.8363 0.8490 0.8480
82 0.9721 0.8617 0.8503 0.8486
83 0.9670 0.8743 0.8103 0.8104
84 0.9651 0.8545 0.8426 0.8428
85 0.9676 0.8681 0.8401 0.8381
86 0.9683 0.8564 0.8534 0.8526
87 0.9594 0.8017 0.8376 0.8360
88 0.9683 0.8481 0.8382 0.8388
89 0.9619 0.8466 0.8426 0.8403
90 0.9689 0.8629 0.8464 0.8460
91 0.9708 0.8811 0.8503 0.8495
92 0.9664 0.8698 0.8388 0.8387
93 0.9689 0.8618 0.8547 0.8521
94 0.9676 0.8451 0.8515 0.8504
95 0.9676 0.8390 0.8464 0.8428
96 0.9632 0.8132 0.8388 0.8394
97 0.9651 0.8416 0.8357 0.8367
98 0.9702 0.8601 0.8382 0.8372
