# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.4597 0.4252 0.1384 0.1200
2 0.5314 0.4354 0.1162 0.0970
3 0.6622 0.5459 0.1263 0.1015
4 0.7670 0.6760 0.2337 0.2049
5 0.8165 0.7177 0.4000 0.3938
6 0.9137 0.8155 0.6305 0.6301
7 0.9587 0.8878 0.7022 0.6985
8 0.9492 0.8349 0.7010 0.7061
9 0.9575 0.8360 0.7175 0.7161
10 0.9657 0.8492 0.7270 0.7264
11 0.9689 0.8518 0.7410 0.7395
12 0.9689 0.8855 0.7625 0.7649
13 0.9759 0.8934 0.8038 0.8014
14 0.9733 0.9013 0.7873 0.7880
15 0.9784 0.9261 0.8006 0.8026
16 0.9708 0.8930 0.8044 0.8043
17 0.9613 0.8495 0.8362 0.8354
18 0.9714 0.8807 0.8273 0.8255
19 0.9683 0.8653 0.8146 0.8159
20 0.9676 0.8351 0.8330 0.8310
21 0.9752 0.8981 0.8057 0.8065
22 0.9702 0.8744 0.8457 0.8447
23 0.9759 0.8774 0.8419 0.8401
24 0.9765 0.8885 0.8375 0.8378
25 0.9702 0.8696 0.8146 0.8137
26 0.9765 0.8733 0.8400 0.8398
27 0.9803 0.9031 0.8400 0.8404
28 0.9784 0.8657 0.8368 0.8348
29 0.9835 0.9008 0.8229 0.8219
30 0.9733 0.8968 0.8317 0.8300
31 0.9752 0.8966 0.8508 0.8480
32 0.9759 0.8877 0.8597 0.8602
33 0.9759 0.8828 0.8260 0.8255
34 0.9727 0.8739 0.8305 0.8305
35 0.9778 0.8849 0.8552 0.8550
36 0.9746 0.8822 0.8419 0.8417
37 0.9765 0.8793 0.8375 0.8358
38 0.9746 0.8932 0.8508 0.8494
39 0.9714 0.8633 0.8305 0.8286
40 0.9746 0.8808 0.8400 0.8399
41 0.9765 0.8859 0.8514 0.8509
42 0.9759 0.8864 0.8387 0.8379
43 0.9740 0.8862 0.8533 0.8535
44 0.9790 0.8750 0.8470 0.8469
45 0.9721 0.8367 0.8438 0.8430
46 0.9746 0.8731 0.8502 0.8504
47 0.9746 0.8723 0.8533 0.8539
48 0.9784 0.8884 0.8457 0.8453
49 0.9733 0.8855 0.8356 0.8345
50 0.9765 0.8677 0.8527 0.8511
51 0.9733 0.8624 0.8330 0.8320
52 0.9771 0.9180 0.8476 0.8457
53 0.9759 0.8888 0.8629 0.8610
54 0.9695 0.8343 0.8571 0.8563
55 0.9740 0.8681 0.8546 0.8537
56 0.9759 0.8769 0.8597 0.8581
57 0.9708 0.8617 0.8368 0.8377
58 0.9740 0.8749 0.8565 0.8561
59 0.9727 0.8644 0.8514 0.8513
60 0.9778 0.8763 0.8597 0.8597
61 0.9740 0.8625 0.8616 0.8608
62 0.9676 0.8391 0.8476 0.8481
63 0.9733 0.8667 0.8457 0.8441
64 0.9727 0.8756 0.8565 0.8557
65 0.9771 0.8789 0.8578 0.8560
66 0.9721 0.8588 0.8292 0.8294
67 0.9708 0.8624 0.8375 0.8346
68 0.9752 0.8843 0.8483 0.8480
69 0.9759 0.8701 0.8540 0.8536
70 0.9702 0.8500 0.8470 0.8458
71 0.9746 0.8680 0.8597 0.8588
72 0.9759 0.8674 0.8470 0.8467
73 0.9721 0.8402 0.8508 0.8480
74 0.9759 0.8765 0.8616 0.8598
75 0.9689 0.8368 0.8032 0.8024
76 0.9740 0.8571 0.8571 0.8553
77 0.9733 0.8666 0.8622 0.8623
78 0.9733 0.8865 0.8311 0.8296
79 0.9740 0.8570 0.8654 0.8638
80 0.9797 0.8877 0.8514 0.8488
81 0.9657 0.8782 0.8552 0.8566
82 0.9771 0.8903 0.8463 0.8461
83 0.9746 0.8621 0.8648 0.8631
84 0.9746 0.8711 0.8267 0.8269
85 0.9695 0.8431 0.8571 0.8564
86 0.9733 0.8572 0.8362 0.8375
87 0.9784 0.8774 0.8540 0.8495
88 0.9708 0.8234 0.8705 0.8696
89 0.9702 0.8747 0.8051 0.8056
90 0.9759 0.8736 0.8495 0.8479
91 0.9778 0.8692 0.8635 0.8629
92 0.9746 0.8738 0.8444 0.8431
93 0.9746 0.8685 0.8311 0.8305
94 0.9740 0.8656 0.8394 0.8379
95 0.9740 0.8659 0.8375 0.8353
96 0.9740 0.8591 0.8419 0.8414
97 0.9765 0.8795 0.8324 0.8323
98 0.9733 0.8424 0.8584 0.8582
99 0.9765 0.8605 0.8590 0.8578
