# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.4946 0.4761 0.0883 0.0649
2 0.5054 0.4894 0.0819 0.0545
3 0.7022 0.6419 0.1130 0.0786
4 0.7987 0.7191 0.2260 0.2130
5 0.9314 0.8310 0.4381 0.4345
6 0.9492 0.8085 0.5943 0.5968
7 0.9587 0.8561 0.6902 0.6896
8 0.9530 0.8417 0.7403 0.7374
9 0.9587 0.8692 0.7111 0.7069
10 0.9581 0.8646 0.7257 0.7219
11 0.9644 0.8725 0.7232 0.7219
12 0.9625 0.8595 0.7403 0.7358
13 0.9613 0.8498 0.7524 0.7526
14 0.9606 0.8322 0.7765 0.7759
15 0.9644 0.8604 0.7867 0.7871
16 0.9676 0.8419 0.7879 0.7862
17 0.9689 0.8725 0.7956 0.7923
18 0.9625 0.8301 0.8057 0.8033
19 0.9644 0.8692 0.7987 0.7981
20 0.9644 0.8448 0.8102 0.8103
21 0.9543 0.8399 0.7790 0.7781
22 0.9663 0.8420 0.8019 0.8002
23 0.9702 0.8671 0.7975 0.7956
24 0.9695 0.8661 0.7886 0.7848
25 0.9708 0.8700 0.7968 0.7957
26 0.9657 0.8595 0.8197 0.8189
27 0.9613 0.8307 0.8089 0.8074
28 0.9689 0.8731 0.8038 0.8016
29 0.9613 0.8690 0.8044 0.8040
30 0.9695 0.8638 0.8190 0.8166
31 0.9670 0.8655 0.7937 0.7930
32 0.9676 0.8705 0.8229 0.8230
33 0.9721 0.8825 0.8375 0.8369
34 0.9556 0.8155 0.8311 0.8309
35 0.9670 0.8802 0.8260 0.8247
36 0.9689 0.8782 0.8063 0.8069
37 0.9657 0.8621 0.8292 0.8283
38 0.9695 0.8859 0.8387 0.8379
39 0.9663 0.8810 0.8432 0.8434
40 0.9663 0.8478 0.8197 0.8182
41 0.9670 0.8535 0.8273 0.8264
42 0.9721 0.8928 0.8470 0.8468
43 0.9702 0.8686 0.8381 0.8369
44 0.9708 0.8877 0.8349 0.8330
45 0.9689 0.8557 0.8356 0.8341
46 0.9683 0.8658 0.8483 0.8464
47 0.9670 0.8587 0.8419 0.8402
48 0.9702 0.8696 0.8349 0.8351
49 0.9670 0.8638 0.8400 0.8396
50 0.9702 0.8843 0.8235 0.8205
51 0.9746 0.8942 0.8451 0.8440
52 0.9721 0.8738 0.8470 0.8467
53 0.9695 0.8767 0.8451 0.8453
54 0.9676 0.8680 0.8273 0.8269
55 0.9695 0.8846 0.8330 0.8334
56 0.9689 0.8669 0.8521 0.8520
57 0.9702 0.8792 0.8146 0.8133
58 0.9638 0.8399 0.8451 0.8452
59 0.9670 0.8677 0.8254 0.8243
60 0.9721 0.8754 0.8457 0.8450
61 0.9619 0.8660 0.8254 0.8246
62 0.9683 0.8679 0.8184 0.8180
63 0.9727 0.8804 0.8305 0.8305
64 0.9708 0.8689 0.8343 0.8349
65 0.9670 0.8685 0.8400 0.8399
66 0.9695 0.8612 0.8451 0.8449
67 0.9683 0.8653 0.8400 0.8395
68 0.9695 0.8694 0.8400 0.8398
69 0.9733 0.8913 0.8489 0.8480
70 0.9638 0.8550 0.8483 0.8477
71 0.9644 0.8333 0.8190 0.8176
72 0.9721 0.8793 0.8298 0.8298
73 0.9689 0.8815 0.8514 0.8514
74 0.9657 0.8639 0.8337 0.8354
75 0.9670 0.8660 0.8260 0.8261
76 0.9689 0.8770 0.8540 0.8539
77 0.9644 0.8509 0.8406 0.8400
78 0.9708 0.8645 0.8521 0.8519
79 0.9727 0.8783 0.8425 0.8429
80 0.9543 0.8358 0.8425 0.8419
81 0.9733 0.8771 0.8483 0.8459
82 0.9644 0.8583 0.8222 0.8213
83 0.9702 0.8710 0.8444 0.8420
84 0.9714 0.8710 0.8292 0.8270
85 0.9702 0.8861 0.8483 0.8477
86 0.9714 0.8767 0.8324 0.8303
87 0.9714 0.8773 0.8502 0.8485
88 0.9689 0.8717 0.8489 0.8485
89 0.9689 0.8770 0.8241 0.8226
90 0.9708 0.8822 0.8222 0.8206
91 0.9746 0.8970 0.8413 0.8402
92 0.9746 0.8842 0.8565 0.8571
93 0.9708 0.8808 0.8311 0.8293
94 0.9714 0.8766 0.8508 0.8487
95 0.9714 0.8793 0.8521 0.8510
96 0.9708 0.8760 0.8470 0.8467
97 0.9695 0.8682 0.8356 0.8341
98 0.9676 0.8525 0.8533 0.8522
