# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.4235 0.4272 0.1105 0.0726
2 0.5530 0.4530 0.1035 0.0669
3 0.6362 0.5612 0.1346 0.1071
4 0.8210 0.6710 0.2184 0.1955
5 0.8654 0.7588 0.3898 0.3833
6 0.8921 0.8030 0.5530 0.5553
7 0.9568 0.8354 0.6184 0.6198
8 0.9333 0.7637 0.6883 0.6838
9 0.9511 0.8597 0.7371 0.7335
10 0.9562 0.8249 0.7473 0.7468
11 0.9486 0.8363 0.7010 0.6935
12 0.9479 0.8602 0.7975 0.7937
13 0.9702 0.8662 0.7727 0.7727
14 0.9651 0.8887 0.8019 0.8007
15 0.9670 0.8721 0.7810 0.7794
16 0.9619 0.8251 0.8044 0.8064
17 0.9594 0.8219 0.7968 0.7950
18 0.9657 0.8484 0.7886 0.7878
19 0.9702 0.8821 0.8140 0.8125
20 0.9670 0.8297 0.8038 0.8025
21 0.9651 0.8635 0.8133 0.8093
22 0.9663 0.8632 0.8171 0.8179
23 0.9727 0.8761 0.8381 0.8361
24 0.9708 0.8771 0.8222 0.8210
25 0.9638 0.8475 0.7968 0.7940
26 0.9657 0.8841 0.8140 0.8127
27 0.9683 0.8849 0.7937 0.7930
28 0.9657 0.8601 0.8210 0.8187
29 0.9676 0.8725 0.8216 0.8200
30 0.9651 0.8700 0.8038 0.8033
31 0.9721 0.8681 0.8349 0.8344
32 0.9721 0.8866 0.7898 0.7900
33 0.9702 0.8745 0.8368 0.8349
34 0.9708 0.8761 0.8032 0.8020
35 0.9676 0.8507 0.8019 0.8023
36 0.9644 0.8239 0.8235 0.8207
37 0.9714 0.8482 0.8457 0.8440
38 0.9708 0.8622 0.8305 0.8288
39 0.9683 0.8468 0.8400 0.8390
40 0.9670 0.8339 0.8000 0.7998
41 0.9784 0.8984 0.8368 0.8359
42 0.9689 0.8588 0.8241 0.8233
43 0.9663 0.8461 0.8343 0.8345
44 0.9733 0.8987 0.8057 0.8057
45 0.9733 0.8742 0.8387 0.8368
46 0.9765 0.8979 0.8279 0.8262
47 0.9708 0.8771 0.8514 0.8492
48 0.9695 0.8691 0.8483 0.8484
49 0.9702 0.8654 0.8298 0.8284
50 0.9721 0.8830 0.8489 0.8462
51 0.9721 0.8759 0.8438 0.8410
52 0.9759 0.8956 0.8438 0.8413
53 0.9632 0.8613 0.8356 0.8350
54 0.9676 0.8247 0.8260 0.8242
55 0.9733 0.8705 0.8406 0.8386
56 0.9702 0.8585 0.8489 0.8463
57 0.9702 0.8703 0.8521 0.8505
58 0.9714 0.8823 0.8343 0.8330
59 0.9702 0.8523 0.8540 0.8544
60 0.9670 0.8367 0.8362 0.8357
61 0.9740 0.8871 0.8260 0.8258
62 0.9746 0.8909 0.8413 0.8394
63 0.9524 0.7788 0.8451 0.8433
64 0.9606 0.8380 0.8273 0.8259
65 0.9746 0.8878 0.8648 0.8626
66 0.9695 0.8538 0.8540 0.8523
67 0.9708 0.8392 0.8222 0.8210
68 0.9714 0.8645 0.8394 0.8383
69 0.9759 0.8921 0.8260 0.8243
70 0.9752 0.8998 0.8394 0.8371
71 0.9657 0.8610 0.8489 0.8481
72 0.9714 0.8641 0.8540 0.8505
73 0.9708 0.8785 0.8571 0.8574
74 0.9708 0.8778 0.8413 0.8386
75 0.9683 0.8673 0.8476 0.8453
76 0.9695 0.8693 0.8375 0.8380
77 0.9702 0.8432 0.8590 0.8584
78 0.9708 0.8757 0.8508 0.8493
79 0.9702 0.8688 0.8381 0.8376
80 0.9746 0.8684 0.8495 0.8472
81 0.9714 0.9012 0.8311 0.8285
82 0.9702 0.8600 0.8337 0.8313
83 0.9689 0.8344 0.8540 0.8521
84 0.9689 0.8713 0.8432 0.8421
85 0.9721 0.8549 0.8527 0.8514
86 0.9740 0.8741 0.8521 0.8496
87 0.9702 0.8591 0.8489 0.8467
88 0.9702 0.8785 0.8337 0.8330
89 0.9714 0.8433 0.8502 0.8489
90 0.9670 0.8597 0.8419 0.8408
91 0.9676 0.8557 0.8552 0.8543
92 0.9695 0.8756 0.8254 0.8227
93 0.9714 0.8512 0.8495 0.8477
94 0.9708 0.8721 0.8521 0.8503
95 0.9702 0.8740 0.8387 0.8367
96 0.9663 0.8572 0.8546 0.8536
97 0.9702 0.8605 0.8508 0.8481
98 0.9575 0.8234 0.8406 0.8399
99 0.9663 0.8401 0.8406 0.8389
