# Epoch  AAaccuracy Af1 UAccuracy Uf1
1 0.5378 0.5533 0.1137 0.0776
2 0.5105 0.4121 0.1073 0.0715
3 0.6038 0.5321 0.1511 0.1289
4 0.8095 0.7521 0.1784 0.1538
5 0.7886 0.6674 0.3073 0.3033
6 0.8990 0.7916 0.5378 0.5440
7 0.9568 0.8561 0.6019 0.6017
8 0.9632 0.8591 0.6838 0.6887
9 0.9663 0.9070 0.7289 0.7317
10 0.9644 0.8639 0.7600 0.7596
11 0.9657 0.8518 0.7632 0.7647
12 0.9568 0.8689 0.7467 0.7494
13 0.9594 0.8539 0.7670 0.7694
14 0.9594 0.8664 0.7975 0.7981
15 0.9752 0.8976 0.8089 0.8088
16 0.9733 0.8822 0.7892 0.7868
17 0.9632 0.8671 0.7886 0.7884
18 0.9708 0.8586 0.8229 0.8241
19 0.9733 0.8716 0.7930 0.7936
20 0.9689 0.8730 0.8159 0.8172
21 0.9740 0.8927 0.7765 0.7756
22 0.9733 0.8920 0.8102 0.8116
23 0.9733 0.8693 0.7835 0.7847
24 0.9689 0.8634 0.8184 0.8161
25 0.9740 0.8751 0.8267 0.8268
26 0.9740 0.8771 0.8330 0.8323
27 0.9657 0.8730 0.8114 0.8139
28 0.9733 0.8776 0.8267 0.8249
29 0.9695 0.8562 0.8197 0.8204
30 0.9689 0.8610 0.8235 0.8251
31 0.9683 0.8452 0.8248 0.8248
32 0.9746 0.8665 0.8152 0.8148
33 0.9778 0.8952 0.8451 0.8438
34 0.9714 0.8767 0.8216 0.8217
35 0.9759 0.8957 0.8171 0.8177
36 0.9638 0.8435 0.8184 0.8176
37 0.9670 0.8687 0.8279 0.8274
38 0.9695 0.8613 0.8324 0.8305
39 0.9727 0.8814 0.8279 0.8281
40 0.9689 0.8598 0.8375 0.8371
41 0.9790 0.8943 0.8222 0.8221
42 0.9721 0.8940 0.8178 0.8195
43 0.9790 0.9034 0.8298 0.8292
44 0.9721 0.8724 0.8330 0.8327
45 0.9714 0.8881 0.8292 0.8293
46 0.9625 0.8574 0.8019 0.8056
47 0.9746 0.9004 0.7981 0.7971
48 0.9759 0.8685 0.8279 0.8276
49 0.9708 0.8786 0.8330 0.8345
50 0.9740 0.8940 0.8210 0.8212
51 0.9689 0.8921 0.8305 0.8291
52 0.9740 0.8682 0.8006 0.7980
53 0.9727 0.8800 0.8305 0.8313
54 0.9759 0.8803 0.8324 0.8325
55 0.9746 0.8811 0.8222 0.8215
56 0.9733 0.8724 0.8324 0.8324
57 0.9765 0.8949 0.8286 0.8284
58 0.9746 0.8754 0.8451 0.8462
59 0.9746 0.8970 0.8203 0.8189
60 0.9714 0.8796 0.8279 0.8256
61 0.9765 0.8960 0.8375 0.8373
62 0.9778 0.9022 0.8362 0.8377
63 0.9575 0.8150 0.8305 0.8291
64 0.9752 0.8695 0.8343 0.8340
65 0.9733 0.8685 0.8216 0.8216
66 0.9714 0.8730 0.8108 0.8106
67 0.9695 0.8721 0.8394 0.8390
68 0.9695 0.8723 0.8317 0.8336
69 0.9721 0.8704 0.8406 0.8408
70 0.9625 0.8356 0.8343 0.8335
71 0.9651 0.8713 0.8368 0.8349
72 0.9721 0.8863 0.8216 0.8233
73 0.9771 0.8924 0.8267 0.8248
74 0.9594 0.8390 0.8292 0.8289
75 0.9778 0.8961 0.8394 0.8408
76 0.9676 0.8845 0.8210 0.8200
77 0.9733 0.8720 0.8438 0.8432
78 0.9784 0.9015 0.8279 0.8282
79 0.9702 0.8577 0.8362 0.8377
80 0.9746 0.8764 0.8463 0.8450
81 0.9746 0.8791 0.8286 0.8288
82 0.9778 0.8993 0.8241 0.8231
83 0.9733 0.8843 0.8317 0.8330
84 0.9746 0.8968 0.8121 0.8080
85 0.9740 0.8772 0.8324 0.8332
86 0.9752 0.8878 0.8317 0.8320
87 0.9733 0.8861 0.8514 0.8502
88 0.9714 0.8960 0.8413 0.8418
89 0.9714 0.8664 0.8413 0.8412
90 0.9695 0.8643 0.8375 0.8379
91 0.9695 0.8611 0.8444 0.8443
92 0.9676 0.8687 0.8273 0.8285
93 0.9790 0.8938 0.8419 0.8429
94 0.9778 0.8949 0.8381 0.8386
95 0.9695 0.8671 0.8210 0.8192
96 0.9733 0.8724 0.8337 0.8337
97 0.9708 0.8747 0.8305 0.8301
98 0.9784 0.8818 0.8330 0.8328
99 0.9765 0.8894 0.8279 0.8277
