# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.1928 0.1267 0.0557 0.0178
100 0.2927 0.2258 0.2602 0.1962
200 0.3043 0.2876 0.3113 0.2867
300 0.5436 0.5387 0.4715 0.4570
400 0.8084 0.7878 0.6760 0.6805
500 0.8769 0.8626 0.7131 0.7268
600 0.8792 0.8586 0.7735 0.7797
700 0.8827 0.8655 0.7689 0.7841
800 0.9059 0.8918 0.7805 0.7875
900 0.8897 0.8729 0.8014 0.8094
1000 0.8943 0.8815 0.7933 0.7982
1100 0.8688 0.8494 0.8002 0.8078
1200 0.9106 0.8966 0.8118 0.8184
1300 0.9036 0.8916 0.7956 0.7996
1400 0.8966 0.8770 0.8060 0.8190
1500 0.9059 0.8906 0.8258 0.8314
1600 0.9222 0.9093 0.8304 0.8355
1700 0.9082 0.8941 0.8269 0.8319
1800 0.9001 0.8849 0.8107 0.8182
1900 0.8885 0.8713 0.8049 0.8113
2000 0.9141 0.8994 0.8293 0.8330
2100 0.9036 0.8883 0.8281 0.8342
2200 0.9048 0.8896 0.8200 0.8243
2300 0.9071 0.8910 0.8304 0.8416
2400 0.8990 0.8815 0.8328 0.8413
2500 0.9106 0.8970 0.8258 0.8306
2600 0.8688 0.8615 0.8246 0.8283
2700 0.9013 0.8852 0.8397 0.8470
2800 0.9001 0.8856 0.7875 0.7935
2900 0.9141 0.9008 0.8118 0.8156
3000 0.9071 0.8894 0.8142 0.8221
3100 0.9106 0.8951 0.8328 0.8385
3200 0.9175 0.9036 0.8316 0.8368
3300 0.9199 0.9054 0.8130 0.8188
3400 0.9024 0.8857 0.8153 0.8206
3500 0.9210 0.9092 0.8165 0.8261
3600 0.9233 0.9082 0.8374 0.8499
3700 0.9141 0.8988 0.8235 0.8283
3800 0.9164 0.9014 0.8316 0.8392
3900 0.9152 0.9016 0.8235 0.8302
4000 0.9257 0.9141 0.8223 0.8336
4100 0.9222 0.9078 0.8258 0.8312
4200 0.9141 0.8995 0.8211 0.8294
4300 0.9187 0.9057 0.8095 0.8169
4400 0.9129 0.8971 0.8281 0.8380
4500 0.9141 0.8988 0.8258 0.8322
4600 0.9106 0.8914 0.8328 0.8389
4700 0.9175 0.9039 0.8362 0.8422
4800 0.9106 0.8956 0.8153 0.8242
4900 0.9222 0.9076 0.8467 0.8525
5000 0.9129 0.9006 0.8084 0.8154
5100 0.9210 0.9076 0.8293 0.8368
5200 0.9233 0.9097 0.8293 0.8372
5300 0.9187 0.9045 0.8281 0.8383
5400 0.8827 0.8668 0.8455 0.8528
5500 0.9059 0.8874 0.8339 0.8419
5600 0.9152 0.9023 0.8304 0.8361
5700 0.9245 0.9114 0.8316 0.8378
5800 0.9338 0.9215 0.8316 0.8391
5900 0.9071 0.8917 0.8316 0.8389
6000 0.8885 0.8708 0.8316 0.8417
6100 0.9152 0.9016 0.8269 0.8346
6200 0.9280 0.9158 0.8362 0.8467
6300 0.9048 0.8894 0.8223 0.8296
6400 0.9257 0.9118 0.8351 0.8425
6500 0.9048 0.8921 0.8420 0.8480
6600 0.9292 0.9153 0.8188 0.8294
6700 0.9303 0.9172 0.8304 0.8380
6800 0.9222 0.9097 0.8420 0.8473
6900 0.8804 0.8641 0.8246 0.8320
7000 0.9106 0.8964 0.8177 0.8277
7100 0.9199 0.9084 0.8246 0.8318
7200 0.9117 0.8974 0.8165 0.8246
7300 0.9175 0.9027 0.8409 0.8495
7400 0.9245 0.9123 0.8258 0.8323
7500 0.9280 0.9150 0.8455 0.8519
7600 0.9152 0.8983 0.8339 0.8415
7700 0.9233 0.9104 0.8223 0.8317
7800 0.9164 0.9008 0.8362 0.8433
7900 0.9129 0.8980 0.8467 0.8524
8000 0.9222 0.9085 0.8374 0.8465
8100 0.9187 0.9031 0.8351 0.8415
8200 0.8955 0.8758 0.8444 0.8493
8300 0.9106 0.8975 0.8269 0.8351
8400 0.9141 0.8987 0.8223 0.8309
8500 0.9245 0.9109 0.8235 0.8361
8600 0.9175 0.9038 0.8211 0.8289
8700 0.9280 0.9151 0.8304 0.8379
8800 0.9222 0.9082 0.8374 0.8430
8900 0.8885 0.8710 0.8351 0.8422
9000 0.9048 0.8884 0.8281 0.8377
9100 0.9280 0.9159 0.8351 0.8437
9200 0.9257 0.9128 0.8328 0.8406
9300 0.9199 0.9069 0.8420 0.8498
9400 0.9094 0.8958 0.8037 0.8138
9500 0.9164 0.9031 0.8362 0.8457
9600 0.9175 0.9059 0.8351 0.8422
9700 0.9175 0.9049 0.8351 0.8422
9800 0.9245 0.9134 0.8432 0.8500
9900 0.9303 0.9200 0.8281 0.8380
