# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.2140 0.0836 0.0291 0.0072
100 0.1942 0.1447 0.0791 0.0378
200 0.3140 0.3138 0.2105 0.1579
300 0.4942 0.4898 0.4070 0.3834
400 0.7640 0.7473 0.5419 0.5297
500 0.8337 0.8043 0.7012 0.7009
600 0.8709 0.8575 0.7709 0.7780
700 0.9058 0.8908 0.7651 0.7685
800 0.9058 0.8920 0.7407 0.7527
900 0.9093 0.8943 0.7802 0.7881
1000 0.8779 0.8639 0.8233 0.8257
1100 0.8826 0.8579 0.7767 0.7789
1200 0.9023 0.8869 0.7988 0.8124
1300 0.9198 0.9078 0.8047 0.8142
1400 0.9116 0.9002 0.8151 0.8215
1500 0.9058 0.8924 0.8105 0.8139
1600 0.9105 0.8963 0.8221 0.8273
1700 0.9151 0.9006 0.8198 0.8285
1800 0.9198 0.9090 0.8267 0.8353
1900 0.9151 0.9029 0.8116 0.8161
2000 0.8884 0.8672 0.8174 0.8246
2100 0.9209 0.9096 0.8360 0.8373
2200 0.9081 0.8940 0.8314 0.8388
2300 0.9233 0.9093 0.8419 0.8419
2400 0.9163 0.9043 0.8198 0.8265
2500 0.9244 0.9110 0.8384 0.8440
2600 0.9291 0.9194 0.8349 0.8407
2700 0.9163 0.9043 0.8326 0.8397
2800 0.9093 0.8973 0.8209 0.8283
2900 0.9174 0.9044 0.8186 0.8260
3000 0.9035 0.8885 0.8221 0.8275
3100 0.9198 0.9054 0.8302 0.8326
3200 0.9198 0.9075 0.8419 0.8502
3300 0.9128 0.8989 0.8186 0.8198
3400 0.9256 0.9148 0.8314 0.8365
3500 0.9128 0.9003 0.8256 0.8323
3600 0.9244 0.9137 0.8326 0.8379
3700 0.9081 0.8944 0.8314 0.8397
3800 0.9047 0.8904 0.8314 0.8420
3900 0.9291 0.9177 0.8174 0.8252
4000 0.9279 0.9180 0.8128 0.8203
4100 0.9291 0.9205 0.8442 0.8470
4200 0.9140 0.9016 0.8349 0.8388
4300 0.9140 0.8985 0.8221 0.8298
4400 0.9186 0.9028 0.8035 0.8166
4500 0.9279 0.9175 0.8372 0.8425
4600 0.9349 0.9250 0.8128 0.8189
4700 0.9360 0.9275 0.8209 0.8304
4800 0.9337 0.9250 0.8209 0.8273
4900 0.9256 0.9144 0.8116 0.8186
5000 0.9302 0.9209 0.8337 0.8389
5100 0.9070 0.8927 0.8291 0.8354
5200 0.9047 0.8888 0.8233 0.8282
5300 0.9221 0.9119 0.8337 0.8425
5400 0.9140 0.9034 0.8407 0.8446
5500 0.9256 0.9154 0.8395 0.8471
5600 0.9221 0.9132 0.8372 0.8434
5700 0.9163 0.8983 0.8256 0.8309
5800 0.9140 0.8991 0.8500 0.8561
5900 0.9128 0.8969 0.8221 0.8326
6000 0.9209 0.9094 0.8209 0.8253
6100 0.9081 0.8959 0.8360 0.8441
6200 0.9221 0.9091 0.8302 0.8386
6300 0.9221 0.9094 0.8314 0.8367
6400 0.9174 0.9053 0.8326 0.8387
6500 0.9267 0.9139 0.8326 0.8380
6600 0.9360 0.9263 0.8535 0.8598
6700 0.9174 0.9027 0.8349 0.8397
6800 0.9326 0.9226 0.8279 0.8310
6900 0.9186 0.9073 0.8419 0.8476
7000 0.9093 0.8952 0.8430 0.8500
7100 0.9023 0.8870 0.8372 0.8423
7200 0.8930 0.8803 0.8314 0.8351
7300 0.9174 0.9044 0.8465 0.8522
7400 0.9186 0.9065 0.8267 0.8296
7500 0.9267 0.9159 0.8198 0.8268
7600 0.9349 0.9264 0.8198 0.8259
7700 0.9291 0.9185 0.8337 0.8417
7800 0.9267 0.9184 0.8500 0.8563
7900 0.9174 0.9036 0.8442 0.8496
8000 0.9186 0.9070 0.8407 0.8472
8100 0.9314 0.9213 0.8105 0.8209
8200 0.9256 0.9165 0.8372 0.8449
8300 0.9198 0.9073 0.8337 0.8434
8400 0.9267 0.9178 0.8314 0.8417
8500 0.9349 0.9263 0.8419 0.8517
8600 0.9291 0.9184 0.8384 0.8447
8700 0.9244 0.9118 0.8314 0.8359
8800 0.9291 0.9191 0.8256 0.8334
8900 0.9174 0.9058 0.8256 0.8307
9000 0.9221 0.9109 0.8326 0.8404
9100 0.9209 0.9116 0.8419 0.8471
9200 0.9291 0.9185 0.8465 0.8521
9300 0.9267 0.9180 0.8314 0.8379
9400 0.9221 0.9096 0.8384 0.8453
9500 0.9163 0.9066 0.8488 0.8552
9600 0.8930 0.8734 0.8291 0.8375
9700 0.9221 0.9103 0.8291 0.8379
9800 0.9221 0.9100 0.8047 0.8108
9900 0.9093 0.8932 0.8140 0.8221
