# Step  AAaccuracy Af1 UAccuracy Uf1
0 0.2520 0.1134 0.0221 0.0127
100 0.3659 0.2669 0.0871 0.0399
200 0.3937 0.3128 0.0801 0.0416
300 0.2997 0.2656 0.1266 0.1109
400 0.4506 0.3929 0.2021 0.1931
500 0.7294 0.6978 0.4170 0.4207
600 0.8525 0.8300 0.5796 0.5946
700 0.8653 0.8497 0.6562 0.6743
800 0.8955 0.8805 0.7956 0.7978
900 0.9082 0.8925 0.7921 0.7988
1000 0.9001 0.8816 0.8002 0.8113
1100 0.9036 0.8892 0.8211 0.8258
1200 0.9059 0.8830 0.8118 0.8203
1300 0.9152 0.8947 0.8362 0.8475
1400 0.9199 0.9097 0.8304 0.8418
1500 0.9036 0.8877 0.8026 0.8117
1600 0.9303 0.9155 0.8269 0.8314
1700 0.9048 0.8889 0.8304 0.8384
1800 0.9024 0.8862 0.8351 0.8429
1900 0.9152 0.8991 0.8026 0.8157
2000 0.9222 0.9062 0.8328 0.8369
2100 0.9326 0.9191 0.8293 0.8389
2200 0.9164 0.9015 0.8293 0.8381
2300 0.9199 0.9056 0.8339 0.8405
2400 0.9268 0.9148 0.8316 0.8403
2500 0.9117 0.8964 0.8235 0.8288
2600 0.9210 0.9053 0.8362 0.8404
2700 0.9245 0.9114 0.8281 0.8339
2800 0.9164 0.9010 0.8293 0.8358
2900 0.9199 0.9056 0.8490 0.8577
3000 0.9175 0.9010 0.8502 0.8602
3100 0.9257 0.9107 0.8316 0.8370
3200 0.9303 0.9175 0.8513 0.8607
3300 0.9303 0.9142 0.8432 0.8523
3400 0.9280 0.9148 0.8409 0.8469
3500 0.9141 0.8990 0.8513 0.8555
3600 0.9082 0.8918 0.8351 0.8427
3700 0.9210 0.9074 0.8316 0.8380
3800 0.9280 0.9134 0.8490 0.8537
3900 0.9303 0.9168 0.8420 0.8505
4000 0.9210 0.9034 0.8397 0.8467
4100 0.9024 0.8789 0.8490 0.8562
4200 0.9187 0.9033 0.8304 0.8347
4300 0.9361 0.9223 0.8316 0.8416
4400 0.9292 0.9168 0.8339 0.8413
4500 0.9187 0.9027 0.8502 0.8509
4600 0.9292 0.9160 0.8513 0.8594
4700 0.9292 0.9145 0.8537 0.8645
